wt_soft,wt_hard,wt_uni_soft,wt_uni_hard,wqn
0.12654305545791394,0.1298108807495508,0.7324023527741955,0.451578686568491,0.17048229121394556
0.05157832722919407,0.053329797315264285,0.4934109506470547,0.2022949929743787,0.4685156017002091
0.17652659462561432,0.17723802195874283,0.9264934346457617,0.8759455798887049,0.2326145789972806
0.1017449769152161,0.1030733407108826,0.7090187122034161,0.444055431370734,0.2009406151227441
0.03187512324455554,0.03194454219138265,0.21612786155229413,0.0777379704016214,0.10008590474390448
0.20601818520978574,0.21538507773465926,0.8736183646926305,0.7264591403131442,0.20623712387704662
0.07292301508871392,0.07654575111794802,0.5521214691632613,0.24957408341996687,0.717384028830669
0.06011154794168933,0.060955301957029494,0.5295756441340757,0.20239503105854714,0.17418833707755682
0.14814708692337217,0.14728893109487018,0.8681284314308687,0.7002482785902697,0.18484822542587143
0.06281809641246955,0.06272552823694709,0.5317564407270569,0.1674651271383201,0.09857396384508595
0.13244842933118708,0.14099029741413266,0.868920973289231,0.559380601002194,0.22244370739177957
0.07382906288216674,0.07557655941072466,0.5079712934838289,0.21143498108768477,0.10445757812761454
0.0605670531131776,0.05763893771565988,0.36776698593363116,0.16480630085627987,0.14462097838143856
0.034099070124047275,0.03337389451931275,0.2859638008438004,0.08390782352518361,0.35042497454419475
0.08304180526170445,0.08396903419776382,0.5745284997972028,0.2273290329977519,0.295907726523683
0.05425855355627931,0.054869319021022864,0.44267318162625136,0.18298060334780294,0.1913685960379482
0.023646800744594926,0.026148143539514137,0.16211369194000472,0.04239549823067332,0.8330523791684176
0.06512823411526734,0.06533748980601699,0.7199042973238239,0.402518777989331,0.12658564095186134
0.06448727325681486,0.06448429317772296,0.7210789904210629,0.39763958642610725,0.10114256075868634
0.0248040590108546,0.025033953118460572,0.11281029103248125,0.03337845399689876,0.18398671705780092
0.0896457864511294,0.08931493298929616,0.6991749267338069,0.43381856185740086,0.140601181054798
0.12359465325328328,0.12369713291364967,0.6953926813214282,0.4616400896017391,0.18226100702608977
0.12089258291915078,0.13874500579343776,0.7654669802620911,0.5620470563424196,0.13247992222773114
0.04923622499560835,0.051052496830189045,0.39411244407256835,0.12331418460691844,0.4910773356645813
0.04977960462399304,0.04821516108916999,0.41477939026558314,0.16218045310184379,0.07665612226828755
0.06829352234662944,0.06904770055456122,0.5384707366935422,0.2310492469861344,0.11048165900249207
0.03973719065760985,0.03937193978459223,0.32040159648285943,0.07486449885354493,0.7965458207093333
0.21525101644306838,0.23009577931760586,0.9264835223154625,0.815924956822702,0.2548323005111365
0.08299847017709648,0.08103652055605279,0.7835985501340081,0.5172224734843055,0.15174597527916137
0.04456747178832084,0.043746818478818825,0.28685603443029833,0.09090059765486605,0.31522515824560204
0.07634010066844596,0.0766121688094585,0.5718923387950324,0.2781314359094883,0.3004382034233734
0.1071958986101281,0.10755812256284121,0.7299762927977261,0.40650690688563096,0.2634008007183961
0.032996031920354815,0.03241575911048011,0.3082857859486392,0.07561642109136896,0.2696595735544934
0.11254658608854749,0.11298032853333356,0.8357628875307573,0.5091720013684282,0.14469683013459284
0.13957855129357838,0.14114487144217158,0.8499512040996339,0.7627054089042745,0.43535692424114675
0.18105929467581525,0.1877197685465531,0.8470470355829901,0.6726612863896012,0.25981719723732133
0.051052478903182534,0.05132517381036777,0.43829169669464146,0.1469559476105609,0.5764234393396654
0.05299605363412926,0.052915654335766865,0.4103815043482271,0.18054810266850102,0.24193930825055937
0.14914706877192638,0.15418454465418135,0.8488379011845495,0.6928664422068787,0.15735323082323413
0.023746133526864117,0.02410914594810433,0.12031655618113375,0.03145459905273415,0.2103074015203963
0.08295616930064285,0.08666187412927201,0.6001178981323867,0.3291860369802989,0.11916320440097404
0.13181932002834906,0.13566146915665067,0.8117820909056765,0.5255694210764535,0.19583031389853434
0.0346576254301711,0.035343631979234895,0.27351213416173825,0.07146436618210517,0.6795797495969309
0.056051698933347174,0.055627824982356404,0.45767440018575206,0.20089763516973294,0.0800419428460394
0.04870296209709336,0.0482495885645634,0.159869455490612,0.05888024300375719,0.18736091700310623
