,artifact,denoiser,realization,scale,mse,wasserstein,num_w_scales,hurst
100,square,wt_sure,8,1,0.13032490790070334,"[0.6171390266072185, 0.5839935040047417, 4.722365586556564, 2.066324933026658, 0.5494254960410152, 0.2093528132536629, 0.08707167372918717, 0.026758063024614483, 0.00997525140147152, 0.0030783417898226587]",9,-1.4859323879555941
101,square,wt_zero,8,1,0.21380384907115413,"[0.6171390266072185, 5.157129943245305, 4.722365586556564, 2.066324933026658, 0.8664492539455113, 0.4948800319830615, 0.2225922321341511, 0.10851914883055537, 0.05640938453391879, 0.03488578222959281]",9,-4.411753666959935
102,sawtooth,wqn,8,1,0.2553784977480473,"[0.26682792762003915, 0.20674065118717228, 0.7594555381596635, 0.5005116186415034, 0.1917686098335926, 0.09618551810761772, 0.039370174950787845, 0.01104549940783141, 0.002539361773146092, 0.0011155365263142048]",9,-1.9065116795245027
103,sawtooth,wt_ihard,8,1,0.13897253703604873,"[0.2975112430635074, 1.436710974727566, 4.722365586556564, 2.0202085369205154, 0.8044319230875561, 0.4271763259127751, 0.15000932931100425, 0.06576006893446462, 0.020385162311400258, 0.007215295176218221]",9,-1.3112083534199868
104,sawtooth,wt_isoft,8,1,0.12530182231486772,"[0.2975112430635074, 0.22011837088455605, 3.9122945886921374, 1.7037527613780978, 0.525318005367374, 0.24897580618104048, 0.07740432635586461, 0.027528034216582058, 0.007898603755343942, 0.0026697938009224917]",9,-1.671584026024114
105,sawtooth,wt_uni,8,1,0.8478109020117045,"[0.2975112430635074, 0.2323503117605455, 5.541234677322301, 2.918140571593373, 1.2751965847706241, 0.4138959809009818, 0.14560184165828818, 0.036947363839464085, 0.010674157712065164, 0.0032545315540980467]",9,-2.221154830271184
106,sawtooth,wt_sure,8,1,0.13656798251322733,"[0.2975112430635074, 0.2323503117605455, 4.722365586556564, 1.3956839676297392, 0.4757909895935705, 0.18774524514616558, 0.06941156754771463, 0.01766947970382022, 0.007471015747226783, 0.002192647952823967]",9,-1.8167914997829682
107,sawtooth,wt_zero,8,1,0.2128256941019972,"[0.2975112430635074, 5.157129943245305, 4.722365586556564, 2.066324933026658, 0.8664492539455113, 0.4948800319830615, 0.2225922321341511, 0.10851914883055537, 0.05640938453391879, 0.03488578222959281]",9,-4.4126070081542155
108,square,wqn,9,1,0.10008504572426921,"[0.3273912158120722, 0.24273327625307806, 0.4874886717642594, 0.20837730853805347, 0.08097670052639958, 0.027859119845437978, 0.010188686117571968, 0.002898644019625987, 0.0007515272524332473, 0.0002620459511489271]",9,-1.788329608647377
109,square,wt_ihard,9,1,0.11180472273921968,"[0.4740946996119025, 0.42783689266310126, 2.941339265102543, 1.2480518997999028, 0.6597104108746147, 0.3055405722856842, 0.13559014560397054, 0.05586212669803191, 0.021350799036231556, 0.00772037354658495]",9,-1.3958911285628222
110,square,wt_isoft,9,1,0.097086428053432,"[0.4740946996119025, 0.42783689266310126, 2.1476699230363336, 0.8654682551772714, 0.5817584221180143, 0.20377866307344555, 0.07157878492908251, 0.02411509714915225, 0.007983127251953305, 0.002355089163119434]",9,-1.418521082020141
111,square,wt_uni,9,1,0.7080978686098328,"[0.4740946996119025, 0.42783689266310126, 7.403731903418608, 3.852691713799964, 1.273701572732932, 0.4107203334045197, 0.1490235842196728, 0.04259509279461893, 0.013873676042336483, 0.0028160721950096106]",9,-2.104526992548266
112,square,wt_sure,9,1,0.10829464368832019,"[0.4740946996119025, 0.42783689266310126, 2.941339265102543, 1.2652889502954439, 0.45163173551382163, 0.17163521248315566, 0.08462547211324681, 0.02076027748468541, 0.007307336254889429, 0.002329255054809087]",9,-1.3577729310520923
113,square,wt_zero,9,1,0.3002310808345092,"[0.4740946996119025, 6.491106116402188, 2.941339265102543, 1.2652889502954439, 0.6603653703393773, 0.3135362220056459, 0.16516206548026563, 0.08542865676739012, 0.043217240618148786, 0.0256668510426879]",9,-4.405412233218202
114,sawtooth,wqn,9,1,0.19383665204778622,"[0.13950153201167548, 0.45992482648755306, 1.4082691239547258, 0.36935503275308423, 0.13547348267597195, 0.048216426948689904, 0.01641431045823284, 0.00743053258877281, 0.0017474318472519698, 0.0006191608926094895]",9,-1.934971266645368
115,sawtooth,wt_ihard,9,1,0.2058450816835049,"[0.4907602720978077, 1.7069785251294758, 2.941339265102543, 1.2652889502954439, 0.6321238936213072, 0.26229276877985963, 0.11449068199634146, 0.048355512701630105, 0.0161526367193471, 0.006019084975250615]",9,-1.47681878744877
116,sawtooth,wt_isoft,9,1,0.10294453740939316,"[0.4907602720978077, 0.5272108246025721, 2.592591944448374, 1.0840133879910037, 0.4469823166872684, 0.13754887062734827, 0.05764145305521294, 0.01990798412358894, 0.005719160821207213, 0.001796179073512384]",9,-1.6459665959640388
117,sawtooth,wt_uni,9,1,0.6563047557679821,"[0.4907602720978077, 0.5303988741629627, 4.820304779284406, 3.56173439365889, 1.0191748755258012, 0.3059230583647157, 0.10902983615676967, 0.028107184837843004, 0.007729752400949461, 0.001754589893312782]",9,-2.2253984244314524
118,sawtooth,wt_sure,9,1,0.10373030452252016,"[0.4907602720978077, 0.5303988741629627, 2.941339265102543, 0.9880213527448141, 0.4056445244961333, 0.15881325429276488, 0.06942520506491434, 0.017970074640280713, 0.006254072180019177, 0.0021722993486078994]",9,-1.6455213695301916
119,sawtooth,wt_zero,9,1,0.2995666562074765,"[0.4907602720978077, 6.491106116402188, 2.941339265102543, 1.2652889502954439, 0.6603653703393773, 0.3135362220056459, 0.16516206548026563, 0.08542865676739012, 0.043217240618148786, 0.0256668510426879]",9,-4.408075866586718
