wt_soft,wt_hard,wt_uni_soft,wt_uni_hard,wqn,scale
2.4426250189521297,2.437994795588356,4.014459873949539,2.4741320124917183,1.1853149877440312,12
2.8458449176809335,2.840242697207799,4.4440755855793315,2.8823653366368283,1.3004253634080614,13
3.280011638291069,3.273806983288429,4.905281003705655,3.3168138755670755,1.3318369841887092,14
3.745987748826488,3.7387998399498814,5.397745494703297,3.7798299207236545,1.3981256919670129,15
4.243849015207124,4.235816915948747,5.921473521918258,4.282161547146488,1.4134108639464047,16
4.773402778880152,4.76481337567755,6.473355505758346,4.777395139875974,1.4533701296866242,17
5.334724048893912,5.325300843046585,7.055719859506456,5.334607432282155,1.4888724842164018,18
5.927751953059231,5.917666433180285,7.669616150607178,5.928262754747079,1.526240691944328,19
0.10358382558632524,0.1043861898635359,0.6485761077020076,0.39627987812033183,0.12976149874083834,1
0.22087470864885572,0.21595553887146243,1.1148821740285992,0.375224304546104,0.26144529892745266,2
0.411303544905697,0.4079660682790139,1.4287767514435297,0.5092080081445243,0.45008420120899273,3
0.6773813338484972,0.6734819492000098,1.7937000359516402,0.770789976475853,0.5317977220715822,4
1.0210783022319898,1.0136914332914935,2.205460082087164,1.0421437174021955,0.6042058638050695,5
1.4409989580966813,1.4319696331143663,2.6715660983934564,1.450051039990549,0.6497611568554874,6
1.936627538483161,1.9283623874907436,3.2106904735078228,1.9465436405233425,0.750757982749778,7
2.5115315546405235,2.5001919285461125,3.8247474388256473,2.5116317928984726,0.8385332678852726,8
3.158672926890127,3.148945634945235,4.512587797313484,3.147501676230209,0.9432951646355173,9
3.886369331486004,3.874464773763437,5.273381328351643,3.8428438069252566,1.0387113392436869,10
4.691795761750586,4.6762490794024165,6.1060160138586985,4.632965592082872,1.1504885385859431,11
5.564401280577734,5.554862937435766,7.018038221270128,5.5619055671760576,1.248563155953645,12
6.5222545251531825,6.510452569988252,8.006044049576833,6.515735362660164,1.3912469067327522,13
7.556145970127953,7.54277126047192,9.070756255810418,7.589240534847257,1.506333115426752,14
8.667771569860136,8.651330281361519,10.21442881979372,8.700250992015151,1.634429464278912,15
9.856356807258994,9.825585126833799,11.435180537599068,9.893392017669276,1.7796832163839416,16
11.121891989375813,11.093434156142093,12.733145537869058,11.163636186657918,1.9337714835775375,17
12.463273834243024,12.428947058174185,14.108180739923103,12.509324876199349,2.1120406345446643,18
13.882556931757613,13.843878963528265,15.560282482032347,13.932910562341798,2.2751928209989027,19
0.03808139826343601,0.03803968707772893,0.3093263631998155,0.06545056360656304,0.06039906919102117,1
0.09182395019136247,0.09081476112359914,0.4060763519514527,0.10428026668271698,0.1358548903617313,2
0.18053882638155705,0.17945019742218257,0.5135456272339961,0.19878268210571934,0.2217678485381201,3
0.3046545175262223,0.30346314085428927,0.6531870059298899,0.32407484704843437,0.2873722752288237,4
0.46412573556908954,0.4631854908355106,0.8275971042026545,0.4648988547641794,0.3441008537208437,5
0.6583927317888498,0.6566360925380736,1.03299798631611,0.6594369866557399,0.39652822225664974,6
0.8882154150334282,0.8869583457907069,1.2720363016282124,0.8837499334072436,0.4521720373730704,7
1.1532312792266604,1.1504213272414185,1.5458346270251706,1.1474257028054449,0.5186066444289241,8
1.452291996857902,1.450070706814363,1.8546734040031922,1.4457968479931405,0.5870634786711106,9
1.7878844345709097,1.7849932814790097,2.198505060170655,1.7806904846310376,0.6633962757701392,10
2.158466669874307,2.156971094776756,2.5774360354265626,2.149459017652145,0.7478423307384682,11
2.563998793630278,2.5619572123133163,2.9912142832248847,2.5522883919392845,0.8406649615148483,12
3.0047668342905145,3.0025340688853945,3.440006863985718,2.991514350726,0.9393343241796925,13
3.4807182097145692,3.478158417241043,3.923832643557849,3.4650809948933428,1.0490739743829713,14
3.9930981068706504,3.987022136224351,4.44267260507655,3.9740356532771317,1.1758149233611326,15
4.5395763505443,4.533034681280971,4.996542154608693,4.5179090186762885,1.2814872678683227,16
5.121261587460086,5.114203044374989,5.5854781675988665,5.097363725284741,1.3580012682406897,17
5.73814951050362,5.730642567365365,6.209487769043376,5.711567920252916,1.4119343700524711,18
6.390248959694506,6.382268689744439,6.868557072791613,6.360762660519913,1.4615246829362114,19
0.10167989048386111,0.10379788529618622,0.7098676904916944,0.37669598363857326,0.1313815646510363,1
0.15172306027740406,0.15136563908685746,1.1521254509368815,0.2846090239754819,0.18954086929180583,2
0.2286933241067688,0.22958168723043088,1.3377242928026378,0.2873100371085522,0.2436601596406641,3
0.3359516613188881,0.33687522231515915,1.4511954067351684,0.32229709582111754,0.29308303065669605,4
0.4725294829314243,0.47390375655410155,1.573955777707247,0.5077990201195097,0.3348061416205172,5
0.6389945639033192,0.6405077059350649,1.7161992967776605,0.6764195101901413,0.3908865476021246,6
0.8352936571982286,0.837510682765838,1.886389526039586,0.8758245058633846,0.44437562109575385,7
1.061434362341598,1.0644423727975472,2.085173342433078,1.0985116657637837,0.48823428867558005,8
1.317476280919382,1.3212830001583113,2.311739674550718,1.3589487270482083,0.5847129996490338,9
1.6034557253685222,1.6081351281202219,2.5638925265454984,1.6269855624471585,0.6524205000408623,10
1.9191745750815674,1.9247259148475009,2.8430251316718755,1.9438262476351804,0.7398310379942244,11
2.270789835953831,2.2714029784272425,3.1517957632031703,2.2943572295325585,0.7794042099926854,12
2.647504491159645,2.648133098469496,3.4904655231641293,2.670690558670868,0.8173197282613796,13
3.0540226512344293,3.0546840821782806,3.8586599651078983,3.0776364950011077,0.8694003211359249,14
3.4903330454060093,3.4911951013594096,4.256860712683145,3.5178811008095625,0.9129508510468146,15
3.956685773222096,3.9576175516366305,4.685196946871276,3.98780531809851,0.9534431247009516,16
4.45333299128833,4.454127816750038,5.143177168585876,4.464863475226231,0.9689775519512095,17
4.979617590418004,4.980613879066282,5.6286205425444615,4.988899589986637,0.9827890842029364,18
5.535954074144767,5.5369992956515075,6.143773355442745,5.546208376901542,1.034688872757424,19
0.10887008038977052,0.11089925432217672,0.645904170314862,0.3685827210328979,0.22373027852570612,1
