denoiser,realization,scale,mse
wqn,55,9,0.11352426541135616
wt_ihard,55,9,0.022885936336945276
wt_isoft,55,9,0.01989975458607167
wt_usoft,55,9,0.9954585525624972
wqn,55,10,0.11394077353349641
wt_ihard,55,10,0.023537252627493895
wt_isoft,55,10,0.020363628497268377
wt_usoft,55,10,0.9990806092088086
wqn,55,11,0.11413065099326418
wt_ihard,55,11,0.024243402506564815
wt_isoft,55,11,0.020886697624933337
wt_usoft,55,11,1.0027038539970086
wqn,55,12,0.11479733910326864
wt_ihard,55,12,0.025006698402407605
wt_isoft,55,12,0.02146483769193534
wt_usoft,55,12,1.0060260695504182
wqn,55,13,0.11546776474142445
wt_ihard,55,13,0.026364153544505865
wt_isoft,55,13,0.0246573695678459
wt_usoft,55,13,1.0092998082212439
wqn,55,14,0.11611297664443049
wt_ihard,55,14,0.026871216540626977
wt_isoft,55,14,0.02534936228394316
wt_usoft,55,14,1.0127166309425846
wqn,55,15,0.11682126150438332
wt_ihard,55,15,0.027064762217065753
wt_isoft,55,15,0.026109583761777536
wt_usoft,55,15,1.0162964801138532
wqn,55,16,0.11799282395460324
wt_ihard,55,16,0.026424559475979194
wt_isoft,55,16,0.026554883306340083
wt_usoft,55,16,1.020017482635618
wqn,55,17,0.11877013969092538
wt_ihard,55,17,0.027145495374600162
wt_isoft,55,17,0.026995494130694506
wt_usoft,55,17,1.0238779000474825
wqn,55,18,0.1963610370172043
wt_ihard,55,18,0.02972719943783535
wt_isoft,55,18,0.027577238058007957
wt_usoft,55,18,1.0278915337141687
wqn,55,19,0.19710960156328483
wt_ihard,55,19,0.030589294362104197
wt_isoft,55,19,0.02833054913036824
wt_usoft,55,19,1.0319387653300147
wqn,55,20,0.1978738413753226
wt_ihard,55,20,0.03148839472362601
wt_isoft,55,20,0.0292897562094837
wt_usoft,55,20,1.035098929490395
wqn,56,0,7.803148033694086e-23
wt_ihard,56,0,7.803148033694086e-23
wt_isoft,56,0,7.803148033694086e-23
wt_usoft,56,0,7.803148033694086e-23
wqn,56,1,0.09690193821623158
wt_ihard,56,1,0.02682781936728519
wt_isoft,56,1,0.02751925954834422
wt_usoft,56,1,0.7971095826641992
wqn,56,2,0.11488980965407732
wt_ihard,56,2,0.026966221548270955
wt_isoft,56,2,0.027473547831730952
wt_usoft,56,2,1.1377677820509693
wqn,56,3,0.11795010885626299
wt_ihard,56,3,0.0270298725842058
wt_isoft,56,3,0.027685575397248773
wt_usoft,56,3,1.2518834808889419
wqn,56,4,0.14027640047603684
wt_ihard,56,4,0.02722422736719056
wt_isoft,56,4,0.027730535696865587
wt_usoft,56,4,1.335313381780464
wqn,56,5,0.14055267380532305
wt_ihard,56,5,0.027434255905013534
wt_isoft,56,5,0.027854114612427188
wt_usoft,56,5,1.3822948612755586
wqn,56,6,0.1409836253571839
wt_ihard,56,6,0.027643216173141333
wt_isoft,56,6,0.028084170077344286
wt_usoft,56,6,1.4262320318599166
wqn,56,7,0.14030312110348298
wt_ihard,56,7,0.027890644007906334
wt_isoft,56,7,0.028345562549786308
wt_usoft,56,7,1.440123388814571
wqn,56,8,0.14575324114265586
wt_ihard,56,8,0.05898013357345311
wt_isoft,56,8,0.04190912001781773
wt_usoft,56,8,1.4471813278673624
wqn,56,9,0.14610329236162845
wt_ihard,56,9,0.06062390780018623
wt_isoft,56,9,0.04317736277280433
wt_usoft,56,9,1.4516498637281379
wqn,56,10,0.15539525046575134
wt_ihard,56,10,0.06242669224752851
wt_isoft,56,10,0.04458233261733334
wt_usoft,56,10,1.454702283006574
wqn,56,11,0.15620004041278268
wt_ihard,56,11,0.06430276198751649
wt_isoft,56,11,0.046066840781671364
wt_usoft,56,11,1.4575389380408232
wqn,56,12,0.15690358914183392
wt_ihard,56,12,0.06624962077911864
wt_isoft,56,12,0.047629540099871484
wt_usoft,56,12,1.4605972983324422
wqn,56,13,0.15744812582835988
wt_ihard,56,13,0.068293372055356
wt_isoft,56,13,0.04927826338612858
wt_usoft,56,13,1.4638583557354372
wqn,56,14,0.15801912826242495
wt_ihard,56,14,0.07041692198063255
wt_isoft,56,14,0.051006657112410085
wt_usoft,56,14,1.4671206371593797
wqn,56,15,0.15862464939010473
wt_ihard,56,15,0.07262419761433084
wt_isoft,56,15,0.052814770659390595
wt_usoft,56,15,1.470582796671811
wqn,56,16,0.15925208570567967
wt_ihard,56,16,0.07490753914174496
wt_isoft,56,16,0.05470246476171217
wt_usoft,56,16,1.473951551474314
wqn,56,17,0.1597972167589637
wt_ihard,56,17,0.077245863013509
wt_isoft,56,17,0.056666309869753385
wt_usoft,56,17,1.4767516067470963
wqn,56,18,0.16037653508516725
wt_ihard,56,18,0.07968278041624308
wt_isoft,56,18,0.05870806392504383
wt_usoft,56,18,1.47939890910714
wqn,56,19,0.17072709589615453
wt_ihard,56,19,0.0821994337159863
wt_isoft,56,19,0.06082955387734354
wt_usoft,56,19,1.482154167534631
wqn,56,20,0.17122277445539258
wt_ihard,56,20,0.08477188586995563
wt_isoft,56,20,0.06302524287991884
wt_usoft,56,20,1.4850046182539232
wqn,57,0,1.6306019359514209e-22
wt_ihard,57,0,1.6306019359514209e-22
wt_isoft,57,0,1.6306019359514209e-22
wt_usoft,57,0,1.6306019359514209e-22
wqn,57,1,0.12291542259961878
wt_ihard,57,1,0.08601600336831414
wt_isoft,57,1,0.08194152092904328
wt_usoft,57,1,0.8435609624286489
wqn,57,2,0.1527134165322079
wt_ihard,57,2,0.0858453097754439
wt_isoft,57,2,0.0826398531694146
wt_usoft,57,2,1.5106256001773075
wqn,57,3,0.16227934284281784
wt_ihard,57,3,0.08626894639795667
wt_isoft,57,3,0.0832263087207162
wt_usoft,57,3,1.6888682110620548
wqn,57,4,0.16401473110340303
wt_ihard,57,4,0.08613465532120432
wt_isoft,57,4,0.08375202346752839
wt_usoft,57,4,1.7669798279543563
wqn,57,5,0.17240215880295706
wt_ihard,57,5,0.08676938649559064
wt_isoft,57,5,0.08480552389464717
wt_usoft,57,5,1.8105804370539504
wqn,57,6,0.17282635018845172
wt_ihard,57,6,0.08703486471879265
wt_isoft,57,6,0.08513416623852023
wt_usoft,57,6,1.854389858689476
wqn,57,7,0.17471271117306375
wt_ihard,57,7,0.08736056302826103
wt_isoft,57,7,0.08550426623099842
wt_usoft,57,7,1.8920862238245126
wqn,57,8,0.17861807971868454
wt_ihard,57,8,0.08768944509098267
wt_isoft,57,8,0.08593286641323973
wt_usoft,57,8,1.9021433349753254
wqn,57,9,0.1791131755938335
wt_ihard,57,9,0.08810605267357782
wt_isoft,57,9,0.08645772245561956
wt_usoft,57,9,1.91105347481599
wqn,57,10,0.18198041040693866
wt_ihard,57,10,0.08855381860465199
wt_isoft,57,10,0.08691376263007113
wt_usoft,57,10,1.9200950014376033
wqn,57,11,0.18588690411246406
wt_ihard,57,11,0.0919634805209179
wt_isoft,57,11,0.08671797828555286
wt_usoft,57,11,1.9295656076518266
wqn,57,12,0.187572091148076
wt_ihard,57,12,0.09233762390947743
wt_isoft,57,12,0.08713845742253326
wt_usoft,57,12,1.9381876616781453
wqn,57,13,0.21660162854992254
wt_ihard,57,13,0.09279210012079223
wt_isoft,57,13,0.0875962099137826
wt_usoft,57,13,1.9454421573877188
wqn,57,14,0.21700529884905223
wt_ihard,57,14,0.09328618824895044
wt_isoft,57,14,0.08810952923748692
wt_usoft,57,14,1.949889801946001
wqn,57,15,0.2195724563102473
wt_ihard,57,15,0.09383036750577808
wt_isoft,57,15,0.08866878509573253
wt_usoft,57,15,1.9529077871410028
wqn,57,16,0.22006603979285866
wt_ihard,57,16,0.09441976934513996
wt_isoft,57,16,0.08927099198590259
wt_usoft,57,16,1.9553334651140182
wqn,57,17,0.22320148152306896
wt_ihard,57,17,0.11812411744406329
wt_isoft,57,17,0.09243027766109449
wt_usoft,57,17,1.9579053508357447
wqn,57,18,0.22386333896330415
wt_ihard,57,18,0.1185681878687006
wt_isoft,57,18,0.09277639609273414
wt_usoft,57,18,1.9600266639776331
wqn,57,19,0.22434536726363913
wt_ihard,57,19,0.11903622913438876
wt_isoft,57,19,0.09314114586261146
wt_usoft,57,19,1.9617412585390053
wqn,57,20,0.22477005801632483
wt_ihard,57,20,0.11952277197558794
wt_isoft,57,20,0.09352382017600876
wt_usoft,57,20,1.9633996967560756
wqn,58,0,3.847370229889371e-23
wt_ihard,58,0,3.847370229889371e-23
wt_isoft,58,0,3.847370229889371e-23
wt_usoft,58,0,3.847370229889371e-23
wqn,58,1,0.06226755576741686
wt_ihard,58,1,0.03142325165662267
wt_isoft,58,1,0.034246532546253164
wt_usoft,58,1,0.6575712464843988
wqn,58,2,0.07349754649788334
wt_ihard,58,2,0.031803777468967696
wt_isoft,58,2,0.03451936273528589
wt_usoft,58,2,0.8499937346330171
wqn,58,3,0.0770519813579868
wt_ihard,58,3,0.0317808667416977
wt_isoft,58,3,0.034340291671616084
wt_usoft,58,3,0.8676954725957311
wqn,58,4,0.07766034872425759
wt_ihard,58,4,0.03206614595906449
wt_isoft,58,4,0.03460039223582613
wt_usoft,58,4,0.874820612655852
wqn,58,5,0.07812681092155396
wt_ihard,58,5,0.03230810628260032
wt_isoft,58,5,0.03479402327158869
wt_usoft,58,5,0.8798801625987233
wqn,58,6,0.07854840823616532
wt_ihard,58,6,0.03264449212280315
wt_isoft,58,6,0.03511222578567638
wt_usoft,58,6,0.8844720828541249
wqn,58,7,0.07908259599301232
wt_ihard,58,7,0.033034130476157775
wt_isoft,58,7,0.0354786799985454
wt_usoft,58,7,0.8891011398131385
wqn,58,8,0.07915243252046154
wt_ihard,58,8,0.03347787679983834
wt_isoft,58,8,0.03590224138981096
wt_usoft,58,8,0.8926103330126292
wqn,58,9,0.07925316115232645
wt_ihard,58,9,0.03397366887297058
wt_isoft,58,9,0.03637810880658644
wt_usoft,58,9,0.8959533519124552
wqn,58,10,0.07990683584489548
wt_ihard,58,10,0.034515701059830636
wt_isoft,58,10,0.03690386086714518
wt_usoft,58,10,0.8994996328157077
wqn,58,11,0.08043893700963042
wt_ihard,58,11,0.03511026079937682
wt_isoft,58,11,0.03748160658109997
wt_usoft,58,11,0.902927279630545
wqn,58,12,0.08075716573563801
wt_ihard,58,12,0.03575500087117735
wt_isoft,58,12,0.03811129704876689
wt_usoft,58,12,0.9060948769715838
wqn,58,13,0.08110249770749425
wt_ihard,58,13,0.03645611699439167
wt_isoft,58,13,0.038793107075105325
wt_usoft,58,13,0.9091857644982358
wqn,58,14,0.08138164460109185
wt_ihard,58,14,0.03720876992094396
wt_isoft,58,14,0.03952559311766882
wt_usoft,58,14,0.9123481158113893
wqn,58,15,0.08177908167707629
wt_ihard,58,15,0.038008825134141534
wt_isoft,58,15,0.0403093076067854
wt_usoft,58,15,0.9156485911569262
wqn,58,16,0.08234444974467
wt_ihard,58,16,0.03886008929292596
wt_isoft,58,16,0.041144747703915664
wt_usoft,58,16,0.9191198759236272
wqn,58,17,0.08268113652556178
wt_ihard,58,17,0.03976482969730044
wt_isoft,58,17,0.042029331868102066
wt_usoft,58,17,0.9228096364755137
wqn,58,18,0.08306665911509523
wt_ihard,58,18,0.040720992270801545
wt_isoft,58,18,0.04296533820141521
wt_usoft,58,18,0.9267489118730381
wqn,58,19,0.08372094922390322
wt_ihard,58,19,0.041728577013429496
wt_isoft,58,19,0.043952836466312456
wt_usoft,58,19,0.9309135223904079
wqn,58,20,0.08417227913622569
wt_ihard,58,20,0.04278758392518437
wt_isoft,58,20,0.044991857600527214
wt_usoft,58,20,0.93530766249617
wqn,59,0,2.3510579806577556e-22
wt_ihard,59,0,2.3510579806577556e-22
wt_isoft,59,0,2.3510579806577556e-22
wt_usoft,59,0,7.201076528009162e-08
wqn,59,1,0.17716487387068128
wt_ihard,59,1,0.1467305120253245
wt_isoft,59,1,0.13841810919793662
wt_usoft,59,1,0.8766441335491721
wqn,59,2,0.20976037418693522
wt_ihard,59,2,0.14756380092306487
wt_isoft,59,2,0.13913426165405302
wt_usoft,59,2,1.7844193894439413
wqn,59,3,0.22231457524284332
wt_ihard,59,3,0.14776761413795553
wt_isoft,59,3,0.14010338935495914
wt_usoft,59,3,2.112819622621056
wqn,59,4,0.22518726607499825
wt_ihard,59,4,0.1489610617887565
wt_isoft,59,4,0.14141143980862492
wt_usoft,59,4,2.28069888485999
wqn,59,5,0.23471569864308428
wt_ihard,59,5,0.1493439111005316
wt_isoft,59,5,0.1424265127708065
wt_usoft,59,5,2.379601382062978
wqn,59,6,0.23678643983018954
wt_ihard,59,6,0.15006764413142593
wt_isoft,59,6,0.1432183837146891
wt_usoft,59,6,2.44016636704594
wqn,59,7,0.23762562434325968
wt_ihard,59,7,0.1507430204116476
wt_isoft,59,7,0.14404061274725544
wt_usoft,59,7,2.4585341599164963
wqn,59,8,0.24131536194971168
wt_ihard,59,8,0.15158359899656976
wt_isoft,59,8,0.14487504443361982
wt_usoft,59,8,2.477579190685929
wqn,59,9,0.24889915655024886
wt_ihard,59,9,0.15244630345231502
wt_isoft,59,9,0.14576120795962139
wt_usoft,59,9,2.4978361549458654
wqn,59,10,0.25031015415488633
wt_ihard,59,10,0.15327981663937218
wt_isoft,59,10,0.1466790310148254
wt_usoft,59,10,2.5188366404717186
wqn,59,11,0.2513103720154269
wt_ihard,59,11,0.15424583661708424
wt_isoft,59,11,0.14763941717639012
wt_usoft,59,11,2.539735745578029
wqn,59,12,0.2634623405759572
wt_ihard,59,12,0.15525331930949007
wt_isoft,59,12,0.14865014558537962
wt_usoft,59,12,2.5617808777581836
wqn,59,13,0.2642966553413353
wt_ihard,59,13,0.1563111867993255
wt_isoft,59,13,0.14971083972100124
wt_usoft,59,13,2.5854522984401953
wqn,59,14,0.26460104940028656
wt_ihard,59,14,0.15728336657560454
wt_isoft,59,14,0.15074208199418412
wt_usoft,59,14,2.60818139931579
wqn,59,15,0.26609241295602326
wt_ihard,59,15,0.15839165295297541
wt_isoft,59,15,0.15185065037058865
wt_usoft,59,15,2.6309391015315295
wqn,59,16,0.2667137655436931
wt_ihard,59,16,0.1594889244445743
wt_isoft,59,16,0.15300768978182216
wt_usoft,59,16,2.6551758201971385
wqn,59,17,0.2676335971651277
wt_ihard,59,17,0.16058027236211148
wt_isoft,59,17,0.1542057231440475
wt_usoft,59,17,2.680764497864762
wqn,59,18,0.2653446923493627
wt_ihard,59,18,0.16182752389748745
wt_isoft,59,18,0.155456143939301
wt_usoft,59,18,2.707767239794568
wqn,59,19,0.26358387557243307
wt_ihard,59,19,0.1631215865193437
wt_isoft,59,19,0.15677227751685865
wt_usoft,59,19,2.736111127635467
wqn,59,20,0.2642174906290456
wt_ihard,59,20,0.16423490350990233
wt_isoft,59,20,0.15815582947023554
wt_usoft,59,20,2.765905390001076
wqn,60,0,2.2914812673054633e-22
wt_ihard,60,0,2.2914812673054633e-22
wt_isoft,60,0,2.2914812673054633e-22
wt_usoft,60,0,2.2914812673054633e-22
wqn,60,1,0.16430019977898241
wt_ihard,60,1,0.5395534290516019
wt_isoft,60,1,0.5341310759400217
wt_usoft,60,1,0.9036230167971009
wqn,60,2,0.2243439391528619
wt_ihard,60,2,0.11367378014750949
wt_isoft,60,2,0.10569164147803459
wt_usoft,60,2,1.7015431127751175
wqn,60,3,0.24858695446331103
wt_ihard,60,3,0.11390074639741037
wt_isoft,60,3,0.10685276486811075
wt_usoft,60,3,1.9373745710279258
wqn,60,4,0.23778605283895443
wt_ihard,60,4,0.11367313154845772
wt_isoft,60,4,0.10757618434922855
wt_usoft,60,4,2.0882863048951723
wqn,60,5,0.24747342263085453
wt_ihard,60,5,0.11458417019544156
wt_isoft,60,5,0.10863713102313079
wt_usoft,60,5,2.190168580247465
wqn,60,6,0.2545491507135734
wt_ihard,60,6,0.11468574091081205
wt_isoft,60,6,0.10928526275925246
wt_usoft,60,6,2.2259536625142893
wqn,60,7,0.2563124932367411
wt_ihard,60,7,0.11492705298380167
wt_isoft,60,7,0.10962711305009651
wt_usoft,60,7,2.257561242029097
wqn,60,8,0.26753450308572624
wt_ihard,60,8,0.11529294360535347
wt_isoft,60,8,0.11001975634444919
wt_usoft,60,8,2.289564034486744
wqn,60,9,0.2707037263706933
wt_ihard,60,9,0.11549776084898575
wt_isoft,60,9,0.11111787096238004
wt_usoft,60,9,2.321427544619123
wqn,60,10,0.27216637210352257
wt_ihard,60,10,0.11602325575991193
wt_isoft,60,10,0.11208074117592977
wt_usoft,60,10,2.3343410641869524
wqn,60,11,0.27419388846103576
wt_ihard,60,11,0.1164884211998396
wt_isoft,60,11,0.11255226960762636
wt_usoft,60,11,2.34579888346597
wqn,60,12,0.27201153446124143
wt_ihard,60,12,0.1170130516978045
wt_isoft,60,12,0.11307453835677697
wt_usoft,60,12,2.3573108839723416
wqn,60,13,0.2727975465534507
wt_ihard,60,13,0.2349403800733083
wt_isoft,60,13,0.174370217816745
wt_usoft,60,13,2.3692395909140656
wqn,60,14,0.27991414595041364
wt_ihard,60,14,0.23569714417039644
wt_isoft,60,14,0.18012749989664384
wt_usoft,60,14,2.3810106029544857
wqn,60,15,0.28083918641179323
wt_ihard,60,15,0.23646703397868635
wt_isoft,60,15,0.18160125514914727
wt_usoft,60,15,2.393499490890571
wqn,60,16,0.2827463828030158
wt_ihard,60,16,0.23729276282090478
wt_isoft,60,16,0.18253481565765237
wt_usoft,60,16,2.4060097394013473
wqn,60,17,0.28368096945028687
wt_ihard,60,17,0.23813919311287837
wt_isoft,60,17,0.18349672231087466
wt_usoft,60,17,2.4156594536163123
wqn,60,18,0.27371751603886874
wt_ihard,60,18,0.23902135599778856
wt_isoft,60,18,0.1844879283758712
wt_usoft,60,18,2.42372723772797
wqn,60,19,0.291468639825719
wt_ihard,60,19,0.23993244991939305
wt_isoft,60,19,0.18550806547756216
wt_usoft,60,19,2.432197111633811
wqn,60,20,0.3002403779395235
wt_ihard,60,20,0.24087247487769103
wt_isoft,60,20,0.18655713361594684
wt_usoft,60,20,2.4410750748207555
wqn,61,0,1.5838804888246574e-22
wt_ihard,61,0,1.5838804888246574e-22
wt_isoft,61,0,1.5838804888246574e-22
wt_usoft,61,0,1.5838804888246574e-22
wqn,61,1,0.07404314770619039
wt_ihard,61,1,0.044200569702144116
wt_isoft,61,1,0.04098532035916412
wt_usoft,61,1,0.4742360906164322
wqn,61,2,0.10084509451226498
wt_ihard,61,2,0.04430926713588762
wt_isoft,61,2,0.04145794781280347
wt_usoft,61,2,0.583944810368148
wqn,61,3,0.10406890923405185
wt_ihard,61,3,0.04437146509255469
wt_isoft,61,3,0.041658995181011155
wt_usoft,61,3,0.6392183921171504
wqn,61,4,0.1057543107572752
wt_ihard,61,4,0.04446487876666306
wt_isoft,61,4,0.041779978867228625
wt_usoft,61,4,0.6816228097129828
wqn,61,5,0.10755210871578925
wt_ihard,61,5,0.044582624047779004
wt_isoft,61,5,0.041909354545777544
wt_usoft,61,5,0.7154809343015729
wqn,61,6,0.10945939598497292
wt_ihard,61,6,0.0447273555485279
wt_isoft,61,6,0.042067229860227644
wt_usoft,61,6,0.729055934511524
wqn,61,7,0.11292824558237732
wt_ihard,61,7,0.044914878527427905
wt_isoft,61,7,0.042337197196408265
wt_usoft,61,7,0.7331778841265729
wqn,61,8,0.1333918666985903
wt_ihard,61,8,0.04509106791135915
wt_isoft,61,8,0.04254008177606684
wt_usoft,61,8,0.7360153892802317
wqn,61,9,0.15384571769992636
wt_ihard,61,9,0.04530101651000055
wt_isoft,61,9,0.04278121981999991
wt_usoft,61,9,0.7383225300816461
wqn,61,10,0.17673497665997723
wt_ihard,61,10,0.045572786443901434
wt_isoft,61,10,0.043053873384933994
wt_usoft,61,10,0.7398928297833555
wqn,61,11,0.17773970843688613
wt_ihard,61,11,0.04586399408417226
wt_isoft,61,11,0.04335822002872014
wt_usoft,61,11,0.7415437434606875
wqn,61,12,0.1781666391012868
wt_ihard,61,12,0.046192768044899656
wt_isoft,61,12,0.04368676347114775
wt_usoft,61,12,0.7429334345781574
wqn,61,13,0.17857278934424708
wt_ihard,61,13,0.1330652499158877
wt_isoft,61,13,0.0748222270431754
wt_usoft,61,13,0.7443740288446805
wqn,61,14,0.17901853293469663
wt_ihard,61,14,0.1335995615690023
wt_isoft,61,14,0.07535151358530401
wt_usoft,61,14,0.7460686634197052
wqn,61,15,0.17954582610831718
wt_ihard,61,15,0.13417143318692792
wt_isoft,61,15,0.07591811383966736
wt_usoft,61,15,0.7478128362927432
wqn,61,16,0.2664926000664313
wt_ihard,61,16,0.13478086476966436
wt_isoft,61,16,0.07652227405884168
wt_usoft,61,16,0.7496649218577585
wqn,61,17,0.26638523214553667
wt_ihard,61,17,0.13542785631721221
wt_isoft,61,17,0.07716399424282727
wt_usoft,61,17,0.7516109829088086
wqn,61,18,0.2669920946670175
wt_ihard,61,18,0.1361096578453519
wt_isoft,61,18,0.07782176244873966
wt_usoft,61,18,0.7536586173816935
wqn,61,19,0.26749292069805347
wt_ihard,61,19,0.1368324965110729
wt_isoft,61,19,0.07853911697651692
wt_usoft,61,19,0.7557731097103388
wqn,61,20,0.2679693444792552
wt_ihard,61,20,0.1375929344490941
wt_isoft,61,20,0.07929407077659428
wt_usoft,61,20,0.7575364292893557
wqn,62,0,2.0224339040101816e-22
wt_ihard,62,0,2.0224339040101816e-22
wt_isoft,62,0,2.0224339040101816e-22
wt_usoft,62,0,2.0224339040101816e-22
wqn,62,1,0.08549092535617685
wt_ihard,62,1,0.07955684071859442
wt_isoft,62,1,0.06406629967547316
wt_usoft,62,1,0.8211902975899915
wqn,62,2,0.14369402880216223
wt_ihard,62,2,0.08004004747078243
wt_isoft,62,2,0.06597516178940746
wt_usoft,62,2,1.4237143721356103
wqn,62,3,0.1469367832201265
wt_ihard,62,3,0.08020621694224023
wt_isoft,62,3,0.06642682036506889
wt_usoft,62,3,1.6150458702633674
wqn,62,4,0.1537131817106323
wt_ihard,62,4,0.08042540111413636
wt_isoft,62,4,0.06675392771432966
wt_usoft,62,4,1.6840803248346505
wqn,62,5,0.1542004967626281
wt_ihard,62,5,0.08069014571781483
wt_isoft,62,5,0.06722368209274007
wt_usoft,62,5,1.7214340600285003
wqn,62,6,0.12672561948095618
wt_ihard,62,6,0.08096152682233157
wt_isoft,62,6,0.06774522469321814
wt_usoft,62,6,1.7527536416473506
wqn,62,7,0.12899025784714407
wt_ihard,62,7,0.08128719303737734
wt_isoft,62,7,0.06811297829329507
wt_usoft,62,7,1.7713314639780617
wqn,62,8,0.1304912599130632
wt_ihard,62,8,0.08165166697562741
wt_isoft,62,8,0.06852989991766348
wt_usoft,62,8,1.78566809258849
wqn,62,9,0.13219852920617894
wt_ihard,62,9,0.0820989768039272
wt_isoft,62,9,0.06901977168943216
wt_usoft,62,9,1.8013144840149526
wqn,62,10,0.13252607052570753
wt_ihard,62,10,0.08259858981174545
wt_isoft,62,10,0.06953184000980211
wt_usoft,62,10,1.8161261828103954
wqn,62,11,0.12982316267680985
wt_ihard,62,11,0.08310985365143533
wt_isoft,62,11,0.07008847145419997
wt_usoft,62,11,1.8315059816994625
wqn,62,12,0.12916301612426007
wt_ihard,62,12,0.0836878626736807
wt_isoft,62,12,0.07067411236401465
wt_usoft,62,12,1.847156578357406
wqn,62,13,0.12320505209502466
wt_ihard,62,13,0.0842712251263235
wt_isoft,62,13,0.07131363090526668
wt_usoft,62,13,1.8640894770857113
wqn,62,14,0.12513435375395385
wt_ihard,62,14,0.08490167110169482
wt_isoft,62,14,0.0719765120924566
wt_usoft,62,14,1.8825831203678343
wqn,62,15,0.12476145175938222
wt_ihard,62,15,0.08559162755802974
wt_isoft,62,15,0.07267382535306519
wt_usoft,62,15,1.9022773695856772
wqn,62,16,0.1256047034196826
wt_ihard,62,16,0.0863353278904049
wt_isoft,62,16,0.07341628701661677
wt_usoft,62,16,1.9230624043102358
wqn,62,17,0.12648093455462164
wt_ihard,62,17,0.08711385723463752
wt_isoft,62,17,0.07420217766138797
wt_usoft,62,17,1.9291229737923403
wqn,62,18,0.12540609471538283
wt_ihard,62,18,0.08793667302281902
wt_isoft,62,18,0.07503235475010808
wt_usoft,62,18,1.9333507926368803
wqn,62,19,0.12636251028167053
wt_ihard,62,19,0.08880377525494941
wt_isoft,62,19,0.07590681828277702
wt_usoft,62,19,1.9365514575378437
wqn,62,20,0.12737214531345115
wt_ihard,62,20,0.08971516393102873
wt_isoft,62,20,0.0768255682593949
wt_usoft,62,20,1.939432689445285
wqn,63,0,8.31712192653583e-23
wt_ihard,63,0,8.31712192653583e-23
wt_isoft,63,0,8.31712192653583e-23
wt_usoft,63,0,8.31712192653583e-23
wqn,63,1,0.12033720779806692
wt_ihard,63,1,0.0584639261807549
wt_isoft,63,1,0.05646943453137739
wt_usoft,63,1,0.7514275403448469
wqn,63,2,0.13858444752545646
wt_ihard,63,2,0.05866797845920171
wt_isoft,63,2,0.05796897434623439
wt_usoft,63,2,1.1272926617310064
wqn,63,3,0.14230178214906364
wt_ihard,63,3,0.058632358875639154
wt_isoft,63,3,0.05799277369425871
wt_usoft,63,3,1.265126396569019
wqn,63,4,0.15357963689826476
wt_ihard,63,4,0.058738329144801586
wt_isoft,63,4,0.05811752157929244
wt_usoft,63,4,1.297315416085575
wqn,63,5,0.23529945762643942
wt_ihard,63,5,0.05877285081554902
wt_isoft,63,5,0.058158226968518155
wt_usoft,63,5,1.3151415605354757
wqn,63,6,0.23654782876232633
wt_ihard,63,6,0.05882637376685011
wt_isoft,63,6,0.058238432634586376
wt_usoft,63,6,1.329015530560949
wqn,63,7,0.23701839312704798
wt_ihard,63,7,0.05888101027615676
wt_isoft,63,7,0.058314921128706884
wt_usoft,63,7,1.3420947539809212
wqn,63,8,0.23740787570181326
wt_ihard,63,8,0.05901863178168363
wt_isoft,63,8,0.058470437386897
wt_usoft,63,8,1.354183322196507
wqn,63,9,0.2396009102441911
wt_ihard,63,9,0.05918306430896709
wt_isoft,63,9,0.05864874023623989
wt_usoft,63,9,1.3673720028023546
wqn,63,10,0.23790340268631263
wt_ihard,63,10,0.059290931669043784
wt_isoft,63,10,0.058761562013416126
wt_usoft,63,10,1.3781758604092618
wqn,63,11,0.23853904227106792
wt_ihard,63,11,0.05947252538596498
wt_isoft,63,11,0.05894762827186745
wt_usoft,63,11,1.385919912887143
wqn,63,12,0.23993525099549615
wt_ihard,63,12,0.11472003564014152
wt_isoft,63,12,0.07705384988334207
wt_usoft,63,12,1.3888747511292034
wqn,63,13,0.24163728971318044
wt_ihard,63,13,0.11607508032491348
wt_isoft,63,13,0.07793995717029147
wt_usoft,63,13,1.3918010212533
wqn,63,14,0.24192957357182288
wt_ihard,63,14,0.1174648227411545
wt_isoft,63,14,0.0789046929813402
wt_usoft,63,14,1.394491370019747
wqn,63,15,0.2425212453644922
wt_ihard,63,15,0.11892490328244913
wt_isoft,63,15,0.07992307163310625
wt_usoft,63,15,1.397322036270463
wqn,63,16,0.24514276192759138
wt_ihard,63,16,0.12044115548764554
wt_isoft,63,16,0.08101338683583104
wt_usoft,63,16,1.399618761918548
wqn,63,17,0.16708933162725717
wt_ihard,63,17,0.12202200639711241
wt_isoft,63,17,0.08217463198481331
wt_usoft,63,17,1.4018150540552454
wqn,63,18,0.16741574091372247
wt_ihard,63,18,0.12367322450170837
wt_isoft,63,18,0.08339524628804121
wt_usoft,63,18,1.4045694027835274
wqn,63,19,0.16805678735044893
wt_ihard,63,19,0.1253880853186562
wt_isoft,63,19,0.08466556693400615
wt_usoft,63,19,1.4076661169550198
wqn,63,20,0.1745076368040342
wt_ihard,63,20,0.12716658884795667
wt_isoft,63,20,0.0860154474680585
wt_usoft,63,20,1.4108406771026316
wqn,64,0,3.961032009507853e-23
wt_ihard,64,0,3.961032009507853e-23
wt_isoft,64,0,3.961032009507853e-23
wt_usoft,64,0,3.961032009507853e-23
