denoiser,realization,scale,mse
wqn,26,0,1.3325676983264045e-22
wt_ihard,26,0,1.3325676983264045e-22
wt_isoft,26,0,1.3325676983264045e-22
wt_usoft,26,0,1.3325676983264045e-22
wqn,26,1,0.17531083064693526
wt_ihard,26,1,0.8148485359044652
wt_isoft,26,1,0.813333064880635
wt_usoft,26,1,0.9482992827423324
wqn,26,2,0.229574679094174
wt_ihard,26,2,0.09884596009604965
wt_isoft,26,2,0.11728762339831501
wt_usoft,26,2,2.6486790480715965
wqn,26,3,0.3054893556342654
wt_ihard,26,3,0.09935956006331595
wt_isoft,26,3,0.11514989644373923
wt_usoft,26,3,3.229835237480784
wqn,26,4,0.32393610910248805
wt_ihard,26,4,0.09938525437775095
wt_isoft,26,4,0.09782950077508748
wt_usoft,26,4,3.4805447965054856
wqn,26,5,0.334212767222637
wt_ihard,26,5,0.09965743472304586
wt_isoft,26,5,0.09813789490449584
wt_usoft,26,5,3.681340099247598
wqn,26,6,0.33749402022493136
wt_ihard,26,6,0.09987307297499666
wt_isoft,26,6,0.09844632183744459
wt_usoft,26,6,3.7468714833047034
wqn,26,7,0.345145128556692
wt_ihard,26,7,0.10015567001069842
wt_isoft,26,7,0.09877898421818504
wt_usoft,26,7,3.7802388877640425
wqn,26,8,0.3460054716135825
wt_ihard,26,8,0.10052651880486975
wt_isoft,26,8,0.09914490718251437
wt_usoft,26,8,3.805671936746733
wqn,26,9,0.3503901475519715
wt_ihard,26,9,0.10087049914302511
wt_isoft,26,9,0.09952646316318348
wt_usoft,26,9,3.832921692850321
wqn,26,10,0.35353179204152874
wt_ihard,26,10,0.10129042524404269
wt_isoft,26,10,0.09993332673607312
wt_usoft,26,10,3.862154762455651
wqn,26,11,0.3570838116207624
wt_ihard,26,11,0.10177294012334448
wt_isoft,26,11,0.1003750424240836
wt_usoft,26,11,3.89404731345334
wqn,26,12,0.358286925626904
wt_ihard,26,12,0.10229309890116409
wt_isoft,26,12,0.10088010629258241
wt_usoft,26,12,3.928722596657703
wqn,26,13,0.3576986907141825
wt_ihard,26,13,0.10285101843809649
wt_isoft,26,13,0.10143760830453713
wt_usoft,26,13,3.9661127200435815
wqn,26,14,0.35854907582421414
wt_ihard,26,14,0.103366526039391
wt_isoft,26,14,0.1020207770901312
wt_usoft,26,14,4.006486363536232
wqn,26,15,0.3591710848188001
wt_ihard,26,15,0.1039796787687931
wt_isoft,26,15,0.10263624530974802
wt_usoft,26,15,4.047628137449594
wqn,26,16,0.35991052736278417
wt_ihard,26,16,0.10464182030365071
wt_isoft,26,16,0.10329212438809926
wt_usoft,26,16,4.059520038067642
wqn,26,17,0.3371538855646824
wt_ihard,26,17,0.10533986116834758
wt_isoft,26,17,0.10399045185061954
wt_usoft,26,17,4.063956403017055
wqn,26,18,0.3381631287616602
wt_ihard,26,18,0.10607916154499619
wt_isoft,26,18,0.10451035053933352
wt_usoft,26,18,4.068645815777636
wqn,26,19,0.3391487637946933
wt_ihard,26,19,0.1077821379939426
wt_isoft,26,19,0.10558679904686709
wt_usoft,26,19,4.07355149443889
wqn,26,20,0.3399516789454813
wt_ihard,26,20,0.10865008336115481
wt_isoft,26,20,0.10644665791226324
wt_usoft,26,20,4.078116700652856
wqn,27,0,8.07891505821025e-23
wt_ihard,27,0,8.07891505821025e-23
wt_isoft,27,0,8.07891505821025e-23
wt_usoft,27,0,8.07891505821025e-23
wqn,27,1,0.05794822114462339
wt_ihard,27,1,0.05057210130483921
wt_isoft,27,1,0.046796304887778174
wt_usoft,27,1,0.5573195256159438
wqn,27,2,0.07156148842458704
wt_ihard,27,2,0.05074868481642711
wt_isoft,27,2,0.04782083756866706
wt_usoft,27,2,0.6879330384054423
wqn,27,3,0.07728404801284527
wt_ihard,27,3,0.05078708897220286
wt_isoft,27,3,0.0479304341673401
wt_usoft,27,3,0.7421668219685795
wqn,27,4,0.08280789234608815
wt_ihard,27,4,0.05089322027732143
wt_isoft,27,4,0.04832603965526578
wt_usoft,27,4,0.7629341835539867
wqn,27,5,0.08562308331838217
wt_ihard,27,5,0.05092385765450053
wt_isoft,27,5,0.04856580904866883
wt_usoft,27,5,0.7724913926463606
wqn,27,6,0.08651262478303937
wt_ihard,27,6,0.05110880249038777
wt_isoft,27,6,0.04881367925607068
wt_usoft,27,6,0.7808391721802913
wqn,27,7,0.08887021514130022
wt_ihard,27,7,0.051219104329137406
wt_isoft,27,7,0.04910362357612358
wt_usoft,27,7,0.7875055433267051
wqn,27,8,0.09756121624330769
wt_ihard,27,8,0.10577635832723878
wt_isoft,27,8,0.06194297093149195
wt_usoft,27,8,0.7921610708859772
wqn,27,9,0.09827068408183802
wt_ihard,27,9,0.10565787316876511
wt_isoft,27,9,0.061964474400966016
wt_usoft,27,9,0.7958820123158408
wqn,27,10,0.09905015381912355
wt_ihard,27,10,0.10561981795650797
wt_isoft,27,10,0.06210504104884328
wt_usoft,27,10,0.7997000366308002
wqn,27,11,0.10330840888589754
wt_ihard,27,11,0.10560357229685709
wt_isoft,27,11,0.062258627023037874
wt_usoft,27,11,0.8028545657691332
wqn,27,12,0.1043273274075496
wt_ihard,27,12,0.10568149367478859
wt_isoft,27,12,0.06243869238630295
wt_usoft,27,12,0.8060080234735384
wqn,27,13,0.10488376824316983
wt_ihard,27,13,0.10579854742683177
wt_isoft,27,13,0.0627123329226981
wt_usoft,27,13,0.8092917983530954
wqn,27,14,0.11332730776767101
wt_ihard,27,14,0.10600009922475276
wt_isoft,27,14,0.06303951214860345
wt_usoft,27,14,0.8120372602037682
wqn,27,15,0.11638569647543058
wt_ihard,27,15,0.10628999668865169
wt_isoft,27,15,0.06342437952560008
wt_usoft,27,15,0.814953391692087
wqn,27,16,0.12224304956175762
wt_ihard,27,16,0.1066446508261621
wt_isoft,27,16,0.06388513223790857
wt_usoft,27,16,0.8180025278516679
wqn,27,17,0.1230224108754311
wt_ihard,27,17,0.10708132225644605
wt_isoft,27,17,0.06441680927238531
wt_usoft,27,17,0.8212394492587931
wqn,27,18,0.12389938102926117
wt_ihard,27,18,0.10757585437595796
wt_isoft,27,18,0.06502128566560303
wt_usoft,27,18,0.8246459511268198
wqn,27,19,0.12476415546060673
wt_ihard,27,19,0.10815750175833944
wt_isoft,27,19,0.06569713321303414
wt_usoft,27,19,0.8282092744201122
wqn,27,20,0.12650042793531563
wt_ihard,27,20,0.10881141593056778
wt_isoft,27,20,0.06644636194243199
wt_usoft,27,20,0.8319456561070124
wqn,28,0,9.488602294537323e-23
wt_ihard,28,0,9.488602294537323e-23
wt_isoft,28,0,9.488602294537323e-23
wt_usoft,28,0,9.488602294537323e-23
wqn,28,1,0.0887888497962157
wt_ihard,28,1,0.0689320601467264
wt_isoft,28,1,0.06591490480441753
wt_usoft,28,1,0.8118489331435141
wqn,28,2,0.11844425384391605
wt_ihard,28,2,0.06891636706384809
wt_isoft,28,2,0.06672939685784851
wt_usoft,28,2,1.1549809342535104
wqn,28,3,0.12930703631002358
wt_ihard,28,3,0.06905100834645059
wt_isoft,28,3,0.06704746846941445
wt_usoft,28,3,1.2390731166280813
wqn,28,4,0.12783327592185828
wt_ihard,28,4,0.06914798283152589
wt_isoft,28,4,0.06723424576588868
wt_usoft,28,4,1.2790930105383644
wqn,28,5,0.13207824335322113
wt_ihard,28,5,0.06923683030117986
wt_isoft,28,5,0.06742407781159179
wt_usoft,28,5,1.296710547607781
wqn,28,6,0.13220626359664867
wt_ihard,28,6,0.06942103782262997
wt_isoft,28,6,0.06760002052476913
wt_usoft,28,6,1.3071243219687314
wqn,28,7,0.13260733106392444
wt_ihard,28,7,0.06965977557677214
wt_isoft,28,7,0.06780740690617161
wt_usoft,28,7,1.3133022986541312
wqn,28,8,0.13369830601202282
wt_ihard,28,8,0.06989885948646167
wt_isoft,28,8,0.06803260411448833
wt_usoft,28,8,1.3190836420206957
wqn,28,9,0.13549182474669852
wt_ihard,28,9,0.07004104090313809
wt_isoft,28,9,0.06820165902141047
wt_usoft,28,9,1.3237898740130039
wqn,28,10,0.13557807722276483
wt_ihard,28,10,0.07026102369441764
wt_isoft,28,10,0.06841451657814251
wt_usoft,28,10,1.3289597441832712
wqn,28,11,0.1357717976598537
wt_ihard,28,11,0.07051622766014609
wt_isoft,28,11,0.06863975753067
wt_usoft,28,11,1.3344587368588736
wqn,28,12,0.13637780332913157
wt_ihard,28,12,0.07079116250584258
wt_isoft,28,12,0.06888513171630761
wt_usoft,28,12,1.339906106082094
wqn,28,13,0.13610345232216703
wt_ihard,28,13,0.07108423883201728
wt_isoft,28,13,0.06915014965812584
wt_usoft,28,13,1.344738036268807
wqn,28,14,0.13628464613343705
wt_ihard,28,14,0.07139735704214836
wt_isoft,28,14,0.069435727228326
wt_usoft,28,14,1.3498954659792584
wqn,28,15,0.13579386221391043
wt_ihard,28,15,0.07173051713623572
wt_isoft,28,15,0.06974082660477901
wt_usoft,28,15,1.3542906837508686
wqn,28,16,0.13578487039000695
wt_ihard,28,16,0.07207926455229532
wt_isoft,28,16,0.07006617016592762
wt_usoft,28,16,1.3578571820941363
wqn,28,17,0.13588897372458955
wt_ihard,28,17,0.07245393876538826
wt_isoft,28,17,0.07041100497558739
wt_usoft,28,17,1.3616582928105285
wqn,28,18,0.13592442302741045
wt_ihard,28,18,0.0728465367483675
wt_isoft,28,18,0.0707756698534883
wt_usoft,28,18,1.3656287182187006
wqn,28,19,0.13599559148082552
wt_ihard,28,19,0.07325717633792327
wt_isoft,28,19,0.07116008566382385
wt_usoft,28,19,1.369556662686375
wqn,28,20,0.13723804765884987
wt_ihard,28,20,0.07368813535838152
wt_isoft,28,20,0.07156296849599965
wt_usoft,28,20,1.3733950353471451
wqn,29,0,1.1845428510595574e-22
wt_ihard,29,0,1.1845428510595574e-22
wt_isoft,29,0,1.1845428510595574e-22
wt_usoft,29,0,1.1845428510595574e-22
wqn,29,1,0.14007121569606784
wt_ihard,29,1,0.056777408640991726
wt_isoft,29,1,0.05489598887964585
wt_usoft,29,1,0.8016030505960228
wqn,29,2,0.151671695679526
wt_ihard,29,2,0.056744137480959085
wt_isoft,29,2,0.055521951591214175
wt_usoft,29,2,1.2858074652505485
wqn,29,3,0.15430928441209446
wt_ihard,29,3,0.05691613859349113
wt_isoft,29,3,0.05571064063582072
wt_usoft,29,3,1.419926844689938
wqn,29,4,0.15724151858382168
wt_ihard,29,4,0.057070372667401455
wt_isoft,29,4,0.055901871132791686
wt_usoft,29,4,1.491008540412003
wqn,29,5,0.1577364550450002
wt_ihard,29,5,0.05720357653718448
wt_isoft,29,5,0.05610149446115041
wt_usoft,29,5,1.5146280020659628
wqn,29,6,0.14511951052707833
wt_ihard,29,6,0.057398600302815135
wt_isoft,29,6,0.056308819948046485
wt_usoft,29,6,1.535089016093736
wqn,29,7,0.14721674451811242
wt_ihard,29,7,0.13675561949804105
wt_isoft,29,7,0.05951948962945627
wt_usoft,29,7,1.5564847783892015
wqn,29,8,0.14882346411223518
wt_ihard,29,8,0.13686933219914524
wt_isoft,29,8,0.060265734159384896
wt_usoft,29,8,1.5788758558768383
wqn,29,9,0.147876827644787
wt_ihard,29,9,0.1370813309327294
wt_isoft,29,9,0.061085746188137814
wt_usoft,29,9,1.6035390960822067
wqn,29,10,0.1483407212956112
wt_ihard,29,10,0.13736755068662412
wt_isoft,29,10,0.06198038344667178
wt_usoft,29,10,1.6298562613693264
wqn,29,11,0.14358636326545887
wt_ihard,29,11,0.13972797776882803
wt_isoft,29,11,0.08656335518947975
wt_usoft,29,11,1.6541687587745324
wqn,29,12,0.14389036781631998
wt_ihard,29,12,0.14110305092853173
wt_isoft,29,12,0.09022998996212436
wt_usoft,29,12,1.658036034564566
wqn,29,13,0.15025488113133467
wt_ihard,29,13,0.141005998041224
wt_isoft,29,13,0.09097052743297461
wt_usoft,29,13,1.6617262844470952
wqn,29,14,0.15097419771660908
wt_ihard,29,14,0.14096596897698874
wt_isoft,29,14,0.09313944937136126
wt_usoft,29,14,1.6653860509991278
wqn,29,15,0.15158095314674114
wt_ihard,29,15,0.14099628050461693
wt_isoft,29,15,0.09539112438937045
wt_usoft,29,15,1.669244616466635
wqn,29,16,0.20883035232193792
wt_ihard,29,16,0.14018341131429846
wt_isoft,29,16,0.09773142705631002
wt_usoft,29,16,1.6732846421327299
wqn,29,17,0.2100302673502883
wt_ihard,29,17,0.14053301079985533
wt_isoft,29,17,0.09865561068405686
wt_usoft,29,17,1.6774898936635991
wqn,29,18,0.21092572487457922
wt_ihard,29,18,0.14093177255500766
wt_isoft,29,18,0.09939479951210181
wt_usoft,29,18,1.6818975895885804
wqn,29,19,0.21193429986504786
wt_ihard,29,19,0.14137436347104454
wt_isoft,29,19,0.10018050864321221
wt_usoft,29,19,1.686519733271937
wqn,29,20,0.21294707637739568
wt_ihard,29,20,0.14185695324938058
wt_isoft,29,20,0.1010123432316778
wt_usoft,29,20,1.6913427803792356
wqn,30,0,5.026835950616099e-23
wt_ihard,30,0,5.026835950616099e-23
wt_isoft,30,0,5.026835950616099e-23
wt_usoft,30,0,5.026835950616099e-23
wqn,30,1,0.09278804080164768
wt_ihard,30,1,0.015452978519578567
wt_isoft,30,1,0.016018396636226097
wt_usoft,30,1,0.7802756571077597
wqn,30,2,0.09545307593812498
wt_ihard,30,2,0.015536074768076854
wt_isoft,30,2,0.0154832182556752
wt_usoft,30,2,1.090400070090086
wqn,30,3,0.09838540414009278
wt_ihard,30,3,0.015726262557991727
wt_isoft,30,3,0.01573602554427356
wt_usoft,30,3,1.147288738624225
wqn,30,4,0.09889569771680692
wt_ihard,30,4,0.01587243058303853
wt_isoft,30,4,0.01597175684835904
wt_usoft,30,4,1.168408991325422
wqn,30,5,0.09914285082526247
wt_ihard,30,5,0.01610117093644288
wt_isoft,30,5,0.016201267756702664
wt_usoft,30,5,1.188879258647758
wqn,30,6,0.09436001508708856
wt_ihard,30,6,0.01638399615517062
wt_isoft,30,6,0.016488127757740893
wt_usoft,30,6,1.2063517255290535
wqn,30,7,0.1020112702439616
wt_ihard,30,7,0.01670072458799793
wt_isoft,30,7,0.01656045883143065
wt_usoft,30,7,1.2148321462991407
wqn,30,8,0.10229489886632387
wt_ihard,30,8,0.017069455936707195
wt_isoft,30,8,0.0169285241751263
wt_usoft,30,8,1.2228328518624871
wqn,30,9,0.10526112602390814
wt_ihard,30,9,0.017486677748221553
wt_isoft,30,9,0.017344306885996356
wt_usoft,30,9,1.230322912231452
wqn,30,10,0.1027687209849574
wt_ihard,30,10,0.01795062042736526
wt_isoft,30,10,0.01780412070074425
wt_usoft,30,10,1.2388265569580397
wqn,30,11,0.10296510003995518
wt_ihard,30,11,0.018460315081848203
wt_isoft,30,11,0.018315652295210417
wt_usoft,30,11,1.2496089094765939
wqn,30,12,0.10349503225408638
wt_ihard,30,12,0.019027036635916608
wt_isoft,30,12,0.018873488243275414
wt_usoft,30,12,1.2611855741679643
wqn,30,13,0.10405038497186836
wt_ihard,30,13,0.019636676935529583
wt_isoft,30,13,0.01947919889372711
wt_usoft,30,13,1.2735105709114711
wqn,30,14,0.10471694519019467
wt_ihard,30,14,0.06991563644510153
wt_isoft,30,14,0.018110013796011487
wt_usoft,30,14,1.2868015135886668
wqn,30,15,0.1056377432042217
wt_ihard,30,15,0.07033669266003514
wt_isoft,30,15,0.018521029183024517
wt_usoft,30,15,1.3000950611877102
wqn,30,16,0.10669963877476522
wt_ihard,30,16,0.07079569549761884
wt_isoft,30,16,0.01896782890811615
wt_usoft,30,16,1.3016669560066192
wqn,30,17,0.1075771125506978
wt_ihard,30,17,0.07129323563021177
wt_isoft,30,17,0.019449663149756193
wt_usoft,30,17,1.3033303583394367
wqn,30,18,0.10829366381153727
wt_ihard,30,18,0.07182355845604449
wt_isoft,30,18,0.019972153493933928
wt_usoft,30,18,1.305075665624357
wqn,30,19,0.10921610885821617
wt_ihard,30,19,0.04548822865184657
wt_isoft,30,19,0.020628378434256047
wt_usoft,30,19,1.3069069241744222
wqn,30,20,0.10975960565342802
wt_ihard,30,20,0.07298759879483101
wt_isoft,30,20,0.02132853184252886
wt_usoft,30,20,1.3086715541425442
wqn,31,0,2.114339335520058e-23
wt_ihard,31,0,2.114339335520058e-23
wt_isoft,31,0,2.114339335520058e-23
wt_usoft,31,0,2.114339335520058e-23
wqn,31,1,0.05755628525016168
wt_ihard,31,1,0.010436048982738177
wt_isoft,31,1,0.010341106628651661
wt_usoft,31,1,0.7218466959408809
wqn,31,2,0.06366874913239137
wt_ihard,31,2,0.010505198593739887
wt_isoft,31,2,0.010090786954953301
wt_usoft,31,2,0.9347592783969165
wqn,31,3,0.06634095399038921
wt_ihard,31,3,0.010600164654850495
wt_isoft,31,3,0.010063486889111376
wt_usoft,31,3,1.0364008248318821
wqn,31,4,0.06630525919348582
wt_ihard,31,4,0.010714315756864132
wt_isoft,31,4,0.010165394906748355
wt_usoft,31,4,1.097397287089564
wqn,31,5,0.06645725951662554
wt_ihard,31,5,0.015116850653979651
wt_isoft,31,5,0.010119826926953826
wt_usoft,31,5,1.1290898900420607
wqn,31,6,0.06663089074513223
wt_ihard,31,6,0.015619325453341465
wt_isoft,31,6,0.010539934065504651
wt_usoft,31,6,1.1587966718525275
wqn,31,7,0.15753656139721822
wt_ihard,31,7,0.016220745348135612
wt_isoft,31,7,0.011030633689526271
wt_usoft,31,7,1.1675855384598137
wqn,31,8,0.15737031676944574
wt_ihard,31,8,0.016860307883969923
wt_isoft,31,8,0.011563183773179211
wt_usoft,31,8,1.1729867838667105
wqn,31,9,0.06753146670943899
wt_ihard,31,9,0.01757908073105501
wt_isoft,31,9,0.012163907022499152
wt_usoft,31,9,1.1783839304278263
wqn,31,10,0.06771347727067363
wt_ihard,31,10,0.018363819120684667
wt_isoft,31,10,0.012839487662064088
wt_usoft,31,10,1.1845959916223736
wqn,31,11,0.06841060830191219
wt_ihard,31,11,0.019215857670872194
wt_isoft,31,11,0.013582328135958728
wt_usoft,31,11,1.1901962347020738
wqn,31,12,0.06850115213907307
wt_ihard,31,12,0.020127805813373763
wt_isoft,31,12,0.01438983399483724
wt_usoft,31,12,1.1931293485012398
wqn,31,13,0.06864016405909457
wt_ihard,31,13,0.02110335859122673
wt_isoft,31,13,0.0152626566956336
wt_usoft,31,13,1.1960213910825828
wqn,31,14,0.06878058592791947
wt_ihard,31,14,0.02215642946273464
wt_isoft,31,14,0.0162058165805378
wt_usoft,31,14,1.1987140147992383
wqn,31,15,0.06864896240111679
wt_ihard,31,15,0.02327588773388789
wt_isoft,31,15,0.017216307212922922
wt_usoft,31,15,1.200680660150232
wqn,31,16,0.06880643970353398
wt_ihard,31,16,0.02446253460774843
wt_isoft,31,16,0.018293986448015335
wt_usoft,31,16,1.2026237792850818
wqn,31,17,0.06319457295841041
wt_ihard,31,17,0.025716370084316452
wt_isoft,31,17,0.019438854285815235
wt_usoft,31,17,1.2046498944037838
wqn,31,18,0.06336052227205072
wt_ihard,31,18,0.02703739416359114
wt_isoft,31,18,0.020645387049295607
wt_usoft,31,18,1.2063824554848992
wqn,31,19,0.06354152252459547
wt_ihard,31,19,0.028567519735800025
wt_isoft,31,19,0.02196180016174873
wt_usoft,31,19,1.208058178406918
wqn,31,20,0.06372714469682127
wt_ihard,31,20,0.029967138249970778
wt_isoft,31,20,0.023191133961972463
wt_usoft,31,20,1.2098253878932832
wqn,32,0,4.201914459736496e-23
wt_ihard,32,0,4.201914459736496e-23
wt_isoft,32,0,4.201914459736496e-23
wt_usoft,32,0,4.201914459736496e-23
wqn,32,1,0.07613219355099027
wt_ihard,32,1,0.028020145074297446
wt_isoft,32,1,0.024610116505338637
wt_usoft,32,1,0.6621120881554108
wqn,32,2,0.09413292694623128
wt_ihard,32,2,0.028108283004461238
wt_isoft,32,2,0.024289076074886395
wt_usoft,32,2,0.8553521445306904
wqn,32,3,0.09520741569918358
wt_ihard,32,3,0.028213652632594156
wt_isoft,32,3,0.02444765551762106
wt_usoft,32,3,0.919274278950212
wqn,32,4,0.09786389755564298
wt_ihard,32,4,0.028349835934084976
wt_isoft,32,4,0.024617477674316872
wt_usoft,32,4,0.9682197180086213
wqn,32,5,0.09249456027026265
wt_ihard,32,5,0.028501783945756323
wt_isoft,32,5,0.024813398332909756
wt_usoft,32,5,1.0007534884667733
wqn,32,6,0.09247472510007045
wt_ihard,32,6,0.028682265895095725
wt_isoft,32,6,0.024998849381435734
wt_usoft,32,6,1.0264203433652836
wqn,32,7,0.09364696588488203
wt_ihard,32,7,0.028894997983075744
wt_isoft,32,7,0.02521167729391385
wt_usoft,32,7,1.0368805746833096
wqn,32,8,0.2101720266368563
wt_ihard,32,8,0.029139774372019166
wt_isoft,32,8,0.025458760719991178
wt_usoft,32,8,1.046388357901075
wqn,32,9,0.21002958089959398
wt_ihard,32,9,0.029424646427431055
wt_isoft,32,9,0.025744492897201245
wt_usoft,32,9,1.0502337588770285
wqn,32,10,0.2106655899362641
wt_ihard,32,10,0.03027197060469916
wt_isoft,32,10,0.026366566456430436
wt_usoft,32,10,1.051324257952874
wqn,32,11,0.21097525709808887
wt_ihard,32,11,0.030647709418925466
wt_isoft,32,11,0.026739133273656516
wt_usoft,32,11,1.0524602101615286
wqn,32,12,0.21133735447234742
wt_ihard,32,12,0.03105157143047116
wt_isoft,32,12,0.027144124915615252
wt_usoft,32,12,1.0535893472850217
wqn,32,13,0.2101411456257547
wt_ihard,32,13,0.031487372797600895
wt_isoft,32,13,0.027580597768290346
wt_usoft,32,13,1.0546799853868432
wqn,32,14,0.09380869371649979
wt_ihard,32,14,0.031934594348968545
wt_isoft,32,14,0.02804465911524197
wt_usoft,32,14,1.0557274505495746
wqn,32,15,0.0941473241266316
wt_ihard,32,15,0.0362624585767148
wt_isoft,32,15,0.02854023835401142
wt_usoft,32,15,1.0568463783297748
wqn,32,16,0.12236639837669994
wt_ihard,32,16,0.03694981621249181
wt_isoft,32,16,0.02913443337012639
wt_usoft,32,16,1.057983553999277
wqn,32,17,0.12256404814682494
wt_ihard,32,17,0.03767976815833237
wt_isoft,32,17,0.02977122269630495
wt_usoft,32,17,1.0591703445408815
wqn,32,18,0.12282232345020982
wt_ihard,32,18,0.038452314414236494
wt_isoft,32,18,0.030450606332547054
wt_usoft,32,18,1.0604053814895056
wqn,32,19,0.1230511167016968
wt_ihard,32,19,0.04080503273368495
wt_isoft,32,19,0.030964887041408633
wt_usoft,32,19,1.0616320693729433
wqn,32,20,0.12328942870689018
wt_ihard,32,20,0.041605911982269664
wt_isoft,32,20,0.031642474879814676
wt_usoft,32,20,1.062824661093483
wqn,33,0,1.1198230645303188e-22
wt_ihard,33,0,1.1198230645303188e-22
wt_isoft,33,0,1.1198230645303188e-22
wt_usoft,33,0,1.1198230645303188e-22
wqn,33,1,0.11963552071545192
wt_ihard,33,1,0.07614057265240529
wt_isoft,33,1,0.0687323940364846
wt_usoft,33,1,0.7905493486370944
wqn,33,2,0.14370297075932836
wt_ihard,33,2,0.07630187910992284
wt_isoft,33,2,0.07220650483964046
wt_usoft,33,2,1.1992887410998114
wqn,33,3,0.15179597413399348
wt_ihard,33,3,0.07651501806825077
wt_isoft,33,3,0.07273516834888279
wt_usoft,33,3,1.332251062109055
wqn,33,4,0.16121911917353304
wt_ihard,33,4,0.07680398877833328
wt_isoft,33,4,0.07153266096040212
wt_usoft,33,4,1.4139802159448043
wqn,33,5,0.1632274556896255
wt_ihard,33,5,0.07732861824465222
wt_isoft,33,5,0.07215108030652301
wt_usoft,33,5,1.4686518383099683
wqn,33,6,0.16689763637411661
wt_ihard,33,6,0.07772918457808063
wt_isoft,33,6,0.07290475017992198
wt_usoft,33,6,1.501639324668108
wqn,33,7,0.16758434329997174
wt_ihard,33,7,0.07819211751958752
wt_isoft,33,7,0.07374760389653015
wt_usoft,33,7,1.5153798531199922
wqn,33,8,0.1683599983827838
wt_ihard,33,8,0.07871076760013106
wt_isoft,33,8,0.07446607730153647
wt_usoft,33,8,1.530300528667472
wqn,33,9,0.16516159624869284
wt_ihard,33,9,0.07894451725862886
wt_isoft,33,9,0.07503478566190797
wt_usoft,33,9,1.5443621880090426
wqn,33,10,0.16577440716976277
wt_ihard,33,10,0.147130570348878
wt_isoft,33,10,0.08817574897552191
wt_usoft,33,10,1.556255895737139
wqn,33,11,0.16613772541494481
wt_ihard,33,11,0.14773899535067497
wt_isoft,33,11,0.08869887586952666
wt_usoft,33,11,1.5685041138294662
wqn,33,12,0.16669894003255978
wt_ihard,33,12,0.14846702492030722
wt_isoft,33,12,0.08930943080577744
wt_usoft,33,12,1.5810208725537538
wqn,33,13,0.1776532572292321
wt_ihard,33,13,0.1492739355805716
wt_isoft,33,13,0.08998340750852074
wt_usoft,33,13,1.5877977852057972
wqn,33,14,0.17894731852918958
wt_ihard,33,14,0.15015972733146832
wt_isoft,33,14,0.09073626530189627
wt_usoft,33,14,1.5909584689845282
wqn,33,15,0.17894920986440127
wt_ihard,33,15,0.15111174054006904
wt_isoft,33,15,0.09156808806517205
wt_usoft,33,15,1.594460683047787
wqn,33,16,0.17990724393801
wt_ihard,33,16,0.15215531219135114
wt_isoft,33,16,0.09248522795275986
wt_usoft,33,16,1.5982157887791995
wqn,33,17,0.18007830608463393
wt_ihard,33,17,0.1532278067754392
wt_isoft,33,17,0.0934763800808544
wt_usoft,33,17,1.6009116572579387
wqn,33,18,0.1802777314591283
wt_ihard,33,18,0.15436953463135794
wt_isoft,33,18,0.09452882542391824
wt_usoft,33,18,1.6037308241654897
wqn,33,19,0.1804603860029629
wt_ihard,33,19,0.1555215077291372
wt_isoft,33,19,0.09566723264281815
wt_usoft,33,19,1.6066513923266703
wqn,33,20,0.18042360684683578
wt_ihard,33,20,0.15678797406463926
wt_isoft,33,20,0.09684638619683329
wt_usoft,33,20,1.6096363333530501
wqn,34,0,1.0209768007867951e-22
wt_ihard,34,0,1.0209768007867951e-22
wt_isoft,34,0,1.0209768007867951e-22
wt_usoft,34,0,1.0209768007867951e-22
wqn,34,1,0.1399960755912782
wt_ihard,34,1,0.10915584322826996
wt_isoft,34,1,0.10413831656042877
wt_usoft,34,1,0.9146906268127735
wqn,34,2,0.21972821637791085
wt_ihard,34,2,0.11349828771348347
wt_isoft,34,2,0.10406683391749655
wt_usoft,34,2,1.6071994188165895
wqn,34,3,0.23394441174451555
wt_ihard,34,3,0.11460221817434597
wt_isoft,34,3,0.10517368223981721
wt_usoft,34,3,1.764683091638417
wqn,34,4,0.2185153880726997
wt_ihard,34,4,0.11563587562005503
wt_isoft,34,4,0.1076357431507728
wt_usoft,34,4,1.8783469705913294
wqn,34,5,0.22107486242551536
wt_ihard,34,5,0.11678899243889643
wt_isoft,34,5,0.10847141133969357
wt_usoft,34,5,1.9677722842193006
wqn,34,6,0.23298779911496958
wt_ihard,34,6,0.11788987531606498
wt_isoft,34,6,0.10917533290153378
wt_usoft,34,6,2.019675131649607
wqn,34,7,0.23791015736015642
wt_ihard,34,7,0.11921904417347476
wt_isoft,34,7,0.11034680750538448
wt_usoft,34,7,2.060291424223096
wqn,34,8,0.24095833562840607
wt_ihard,34,8,0.12060201104525557
wt_isoft,34,8,0.11162406879901565
wt_usoft,34,8,2.09103483660634
wqn,34,9,0.238235055507102
wt_ihard,34,9,0.12211338625621428
wt_isoft,34,9,0.11299043652494446
wt_usoft,34,9,2.121648430148378
wqn,34,10,0.24022107280372115
wt_ihard,34,10,0.12375989727202125
wt_isoft,34,10,0.11447154157507461
wt_usoft,34,10,2.154844758190388
wqn,34,11,0.24204184244437033
wt_ihard,34,11,0.12548112353747112
wt_isoft,34,11,0.11612416601368318
wt_usoft,34,11,2.1910542023114643
wqn,34,12,0.2435606992485818
wt_ihard,34,12,0.12585620272017128
wt_isoft,34,12,0.11800606344280813
wt_usoft,34,12,2.204962977265629
wqn,34,13,0.24685984473953354
