,artifact,denoiser,realization,scale,mse,wasserstein,num_w_scales,hurst
2773,square,wt_ihard,231,2,0.06804028399960294,"[1.0960337159701803, 1.160538105454152, 2.7096164605264, 1.5646342364193293, 0.6040575903214592, 0.29873912476791187, 0.13439501988273275, 0.04787033335808477, 0.019203877625817004, 0.00394500109454358]",9,0.2073018914020387
2774,square,wt_isoft,231,2,0.06411129794229657,"[1.0960337159701803, 1.160538105454152, 2.4236905543156255, 1.413176234219407, 0.4966518640975428, 0.19888812541670803, 0.07521542787188754, 0.025129543491658406, 0.007460243783422419, 0.0024007467383671006]",9,0.24534200868385325
2775,square,wt_uni,231,2,1.4549391689594011,"[1.0960337159701803, 1.160538105454152, 10.677757689611859, 6.470623008643997, 2.5694473147777503, 0.877008645232132, 0.27157384494517345, 0.076364216597305, 0.013823253684370606, 0.0051835160268483855]",9,0.5835106546489703
2776,square,wt_sure,231,2,0.06823346114898367,"[1.0960337159701803, 1.160538105454152, 2.7096164605264, 1.5646342364193293, 0.6040575903214592, 0.1859278303663669, 0.06967503919403438, 0.02346480758292291, 0.0060447649429601555, 0.002425428259607827]",9,0.239272592939474
2777,square,wt_zero,231,2,0.13544083655760433,"[1.0960337159701803, 7.988238140455621, 2.7096164605264, 1.5646342364193293, 0.6040575903214592, 0.30829657298545987, 0.15605129709259508, 0.07411647189229423, 0.035806277480177506, 0.022295741043633417]",9,1.6937379906491699
2778,sawtooth,wqn,231,2,0.1379323490056849,"[0.1918976401610908, 0.589075948022624, 0.6047668937292816, 0.24662039305433223, 0.1821669737246084, 0.10274065138957339, 0.03432034734390182, 0.014308262368304348, 0.0032475317768005047, 0.0006179385691960076]",9,0.43907345305472356
2779,sawtooth,wt_ihard,231,2,0.06722630045414756,"[0.23492581804645907, 0.4545357435076651, 2.7096164605264, 1.5646342364193293, 0.5730087600630324, 0.2471548816938219, 0.10300030346856559, 0.03374322239407014, 0.01337943472484672, 0.002825098154833648]",9,0.28311945474611055
2780,sawtooth,wt_isoft,231,2,0.06558446941622184,"[0.23492581804645907, 0.4545357435076651, 2.624478555417513, 1.4543646491601327, 0.41949054405984576, 0.1719388127215336, 0.05493304801599663, 0.01916114383974476, 0.005075066499491788, 0.0018283053956815011]",9,0.3748225070356629
2781,sawtooth,wt_uni,231,2,1.2108363746270403,"[0.23492581804645907, 0.4545357435076651, 10.73309560017027, 4.323611941244323, 1.92211375700778, 0.5902908845510557, 0.17165577664400075, 0.04708407031316475, 0.008404284883647712, 0.003218261833715843]",9,0.717309353780788
2782,sawtooth,wt_sure,231,2,0.07008907520249402,"[0.23492581804645907, 0.4545357435076651, 2.7096164605264, 1.1269376795728474, 0.40125209329927025, 0.1720432539420634, 0.05290817272726998, 0.018651090645705144, 0.004343119705585943, 0.0018217576172076977]",9,0.4012150209637799
2783,sawtooth,wt_zero,231,2,0.13679954873531058,"[0.23492581804645907, 7.988238140455621, 2.7096164605264, 1.5646342364193293, 0.6040575903214592, 0.30829657298545987, 0.15605129709259508, 0.07411647189229423, 0.035806277480177506, 0.022295741043633417]",9,1.6942331091692195
2784,square,wqn,232,2,0.08778424349347294,"[0.24257325057566836, 0.6850473157293685, 0.6797674210702539, 0.29885892118356416, 0.09921980415613488, 0.03857271486628537, 0.010628051216216086, 0.003718074659557303, 0.0006093970744798601, 0.0002634262607151431]",9,0.48779148023801855
2785,square,wt_ihard,232,2,0.03417287153742051,"[1.0818197030741894, 1.5351361672118995, 2.4700771233396273, 0.9810305213218884, 0.49261180945625904, 0.2608630183186421, 0.10480922999529588, 0.039925696665020265, 0.015978583649270302, 0.005281417600743623]",9,0.08369570540494697
2786,square,wt_isoft,232,2,0.0336732971373805,"[1.0818197030741894, 0.7010350390049532, 2.4700771233396273, 0.9421382971040282, 0.46436399666101974, 0.17058437538531596, 0.05740107191153831, 0.019300186192950684, 0.006463781035034956, 0.002161491200643789]",9,0.15905248807140726
2787,square,wt_uni,232,2,0.9422148052751037,"[1.0818197030741894, 1.1521953595240562, 9.12586157656798, 4.110204108252168, 1.8565321097454215, 0.722685212013226, 0.2092513120835357, 0.06082992270414062, 0.011893985198597933, 0.004012130550924]",9,0.5860371873685539
2788,square,wt_sure,232,2,0.03379019325524284,"[1.0818197030741894, 1.1521953595240562, 2.4700771233396273, 0.9810305213218884, 0.49261180945625904, 0.17876342549661306, 0.05031109334125562, 0.018179087799601496, 0.005148996070112216, 0.0019097426169004408]",9,0.0845062073520152
2789,square,wt_zero,232,2,0.04719060650915219,"[1.0818197030741894, 2.5796211327565475, 2.4700771233396273, 0.9810305213218884, 0.49261180945625904, 0.26925375633486637, 0.12085666843353454, 0.06081764297043788, 0.029446588018840168, 0.018169871425547872]",9,1.708110482522664
2790,sawtooth,wqn,232,2,0.07077925876771052,"[0.09776421772182209, 0.09194477011702926, 0.4665638641717208, 0.12196376074866927, 0.14523245442512267, 0.06316636813704037, 0.0270531530563446, 0.0120120267905252, 0.002114316265565111, 0.00047593887590090755]",9,0.41762883313024624
2791,sawtooth,wt_ihard,232,2,0.033484263421844455,"[0.143123165594496, 1.207368379717479, 2.4700771233396273, 0.9778668352893769, 0.4721107492097679, 0.20051474917315323, 0.08362885875214464, 0.03187832163261778, 0.01135139214243216, 0.0028584378352203427]",9,0.2644736963575569
2792,sawtooth,wt_isoft,232,2,0.031825430381724085,"[0.143123165594496, 0.27050922538969513, 2.4700771233396273, 0.83011644589872, 0.30281447206363155, 0.12774813795731382, 0.04362128093231418, 0.01516156647598676, 0.004368066602640444, 0.0013919496813024888]",9,0.3706351459470776
2793,sawtooth,wt_uni,232,2,0.8642180868785285,"[0.143123165594496, 0.275028817304379, 8.930507643199482, 3.111047452547769, 1.4608868671678932, 0.4405480770550858, 0.12611914648849032, 0.03670450951190185, 0.007125530375448772, 0.0024741150525712874]",9,0.6986505940942502
2794,sawtooth,wt_sure,232,2,0.0318700603108744,"[0.143123165594496, 0.275028817304379, 2.4700771233396273, 0.9810305213218884, 0.4301007556212241, 0.12736459830313987, 0.04051267949880242, 0.013664064660458164, 0.0037298989823607736, 0.0013314991059214726]",9,0.23104388823227207
2795,sawtooth,wt_zero,232,2,0.04677915174975253,"[0.143123165594496, 2.5796211327565475, 2.4700771233396273, 0.9810305213218884, 0.49261180945625904, 0.26925375633486637, 0.12085666843353454, 0.06081764297043788, 0.029446588018840168, 0.018169871425547872]",9,1.7136679016627894
2796,square,wqn,233,2,0.18717119233557233,"[0.6724721536214566, 0.5513407948128701, 1.1749938699669324, 0.16103549970304987, 0.05750897698359001, 0.0368889457904938, 0.014432590103937482, 0.0026610899186549656, 0.0008232521723269511, 0.0003500737552787905]",9,0.3591898765754552
2797,square,wt_ihard,233,2,0.11484034117337363,"[0.8612020821914955, 2.806419230989432, 3.2755862711742694, 0.9187153910711571, 0.7943530327163192, 0.31126373904184995, 0.14864547769657954, 0.06556062489275614, 0.027425143877666265, 0.007690444513855273]",9,0.07747032320282488
2798,square,wt_isoft,233,2,0.10774981568718725,"[0.8612020821914955, 0.5852142484767541, 3.1731456691414053, 0.9187153910711571, 0.6505822480448912, 0.20715212901777919, 0.07884748520537448, 0.02932354285146226, 0.010685228027268415, 0.0026308567401168506]",9,0.159080980772355
2799,square,wt_uni,233,2,1.2639827599425386,"[0.8612020821914955, 1.229284592201786, 9.950583316679861, 3.458860709073191, 2.0934970183817803, 0.6808277956942717, 0.19367787572397274, 0.06200219515661945, 0.016223372397492178, 0.0033792157618264262]",9,0.5331380142276425
2800,square,wt_sure,233,2,0.10646996694102631,"[0.8612020821914955, 1.229284592201786, 3.2755862711742694, 0.9187153910711571, 0.7976037335586913, 0.23517615715435697, 0.09149061905282058, 0.03260798846428405, 0.011542771269390944, 0.002873068548491677]",9,0.11145431305702158
2801,square,wt_zero,233,2,0.1558812782375555,"[0.8612020821914955, 6.504501444823773, 3.2755862711742694, 0.9187153910711571, 0.7976037335586913, 0.31869855513808576, 0.17354867256247075, 0.0944150946484341, 0.045592638362155054, 0.02709780555531481]",9,1.6948265274719443
2802,sawtooth,wqn,233,2,0.17260486579582607,"[0.6940021178575632, 0.8045858445367366, 1.0468584519915207, 0.3184202222438882, 0.15593714106251663, 0.07074238366456018, 0.017817548222014232, 0.007372197440268015, 0.001830849671713925, 0.0005050419023356467]",9,0.4467371049973401
2803,sawtooth,wt_ihard,233,2,0.11627766054058405,"[0.8082316492167811, 3.037584668621157, 3.2755862711742694, 0.9187153910711571, 0.7789336579584153, 0.2763648609419131, 0.12312272516642983, 0.0526771005492119, 0.018009724079488355, 0.005578239347503693]",9,0.10627978303204633
2804,sawtooth,wt_isoft,233,2,0.10755197476836179,"[0.8082316492167811, 0.8083744933175488, 3.2755862711742694, 0.9187153910711571, 0.5120705271585361, 0.16589116235847806, 0.05708357642649856, 0.020619139841797723, 0.006122105533197237, 0.0016811186354635363]",9,0.24836852683265742
2805,sawtooth,wt_uni,233,2,1.0772682171596082,"[0.8082316492167811, 1.692088017416491, 9.541361926694675, 2.896078998090067, 1.492985537643047, 0.40834766312446635, 0.12465013429759497, 0.036516953185049716, 0.008952781494425731, 0.002141301704673949]",9,0.6433116098805536
2806,sawtooth,wt_sure,233,2,0.10600807255253789,"[0.8082316492167811, 1.692088017416491, 3.2755862711742694, 0.9187153910711571, 0.5732004127828428, 0.1574274767055191, 0.06702858831509904, 0.023483768478152457, 0.005590314201557826, 0.002168410209262333]",9,0.25965160358306094
2807,sawtooth,wt_zero,233,2,0.15642809093987636,"[0.8082316492167811, 6.504501444823773, 3.2755862711742694, 0.9187153910711571, 0.7976037335586913, 0.31869855513808576, 0.17354867256247075, 0.0944150946484341, 0.045592638362155054, 0.02709780555531481]",9,1.694642992572374
2808,square,wqn,234,2,0.09995508138660711,"[0.10587729515378363, 0.29384092785405047, 0.5150098664896176, 0.12518934537214388, 0.09095111552465293, 0.021607760655154937, 0.007848854622782692, 0.002213639053882133, 0.0009011795317900719, 0.00026564451958484275]",9,0.36836793039534943
2809,square,wt_ihard,234,2,0.08811741725807079,"[0.5432197847008606, 1.701900238174794, 2.126901812253143, 1.3162768830808091, 0.42550302283131686, 0.23071533715493742, 0.12429924805457224, 0.04754562653449984, 0.017760938197807854, 0.006850681061498635]",9,0.07686644815748833
2810,square,wt_isoft,234,2,0.06969970564495316,"[0.5432197847008606, 0.4125154276324346, 2.126901812253143, 0.9988570359281397, 0.42324452190428014, 0.18653560626384347, 0.06957658717174534, 0.022697203967050696, 0.006941252974387986, 0.002155184152670226]",9,0.10448194280369205
2811,square,wt_uni,234,2,0.8787235840102825,"[0.5432197847008606, 0.7248193737383275, 7.532616434526901, 4.610254487044939, 1.492329262385484, 0.5360060626802636, 0.16439749896002184, 0.046062538123270075, 0.01263344930365987, 0.002841358854504334]",9,0.5881430082184251
2812,square,wt_sure,234,2,0.07226116920599537,"[0.5432197847008606, 0.7248193737383275, 2.126901812253143, 1.3162768830808091, 0.42550302283131686, 0.14583583311721576, 0.055300468849670346, 0.026394813884430397, 0.007005439308024314, 0.002981421575567274]",9,0.204529482057209
2813,square,wt_zero,234,2,0.09535378632144001,"[0.5432197847008606, 3.0938108375191504, 2.126901812253143, 1.3162768830808091, 0.42550302283131686, 0.23231735232719508, 0.13409038179138616, 0.06371190016721338, 0.03269799475714666, 0.019819926858493826]",9,1.703376910592099
2814,sawtooth,wqn,234,2,0.10320916940533723,"[0.31381420519132686, 0.5262068608190774, 0.7390581912233991, 0.3039297249047135, 0.1021592008880721, 0.0423879533710788, 0.013434432084263337, 0.005340206518991052, 0.0018342177956745184, 0.0002942665148693445]",9,0.44717628365274165
2815,sawtooth,wt_ihard,234,2,0.08782921939891111,"[1.279584267471877, 1.6649890574135262, 2.126901812253143, 1.314925340637739, 0.4148965455688118, 0.2127822960081444, 0.10514835709535884, 0.0373107104790156, 0.012318329467403914, 0.0049312430041003885]",9,0.07716115412916458
2816,sawtooth,wt_isoft,234,2,0.06836126650951999,"[1.279584267471877, 0.6450507768356046, 2.126901812253143, 1.0111660801383653, 0.29556473119080634, 0.12179431484161149, 0.0463026863695597, 0.015457229615311435, 0.004371032308359989, 0.0014752354435540332]",9,0.2540832450076834
2817,sawtooth,wt_uni,234,2,0.6848954536452792,"[1.279584267471877, 1.271887150373312, 7.054644006595872, 4.02910219477859, 1.0965104549481346, 0.31836278427641945, 0.10112468193325114, 0.026767211217033543, 0.006485092144845625, 0.0016282169502485908]",9,0.655371797843173
2818,sawtooth,wt_sure,234,2,0.07077776494379948,"[1.279584267471877, 1.271887150373312, 1.84234046911354, 0.9081719824431651, 0.3366532726746078, 0.14585056231431892, 0.051528299896614796, 0.02077389866079322, 0.0059918067448635395, 0.0014312127080270522]",9,0.2923685459620853
2819,sawtooth,wt_zero,234,2,0.09372065726091643,"[1.279584267471877, 3.0938108375191504, 2.126901812253143, 1.3162768830808091, 0.42550302283131686, 0.23231735232719508, 0.13409038179138616, 0.06371190016721338, 0.03269799475714666, 0.019819926858493826]",9,1.7021861098188693
2820,square,wqn,235,2,0.09475010175663881,"[1.1419919743781812, 0.6346508536343952, 0.12380168536458253, 0.18238854082399658, 0.11682660583332544, 0.04420605349774699, 0.01116253177289653, 0.003181883664257863, 0.0014329829869897462, 0.0009262040086085509]",9,0.5883020488406687
2821,square,wt_ihard,235,2,0.01396154551509516,"[0.6826646341830918, 2.326176120596202, 2.1406622206570223, 0.9091831232260033, 0.4167850513629768, 0.1888640100627253, 0.08106018899687027, 0.03354994544812352, 0.01253264620547548, 0.0057657414925249666]",9,0.2951485463467407
2822,square,wt_isoft,235,2,0.02104879358152527,"[0.6826646341830918, 0.6623260835898319, 1.4766044124361597, 0.6601521733973718, 0.4167850513629768, 0.14584340885842134, 0.06012270650256741, 0.019463358609965828, 0.005422217598753568, 0.0022481881412341293]",9,0.3111380327822997
2823,square,wt_uni,235,2,1.150173400495281,"[0.6826646341830918, 0.9246295939108642, 10.22000724990145, 5.16170459968952, 2.143468036947234, 0.7347628336542733, 0.2056060054413939, 0.05648288733843006, 0.009319546320407646, 0.004000338783869639]",9,0.6410293310368724
2824,square,wt_sure,235,2,0.014560546420119013,"[0.6826646341830918, 0.9246295939108642, 2.1406622206570223, 0.9091831232260033, 0.4167850513629768, 0.12121281242313706, 0.044106426201485784, 0.015681978221747057, 0.004122182456401239, 0.0016441974874391698]",9,0.21244825474690143
2825,square,wt_zero,235,2,0.022157521343184897,"[0.6826646341830918, 4.4204037017718205, 2.1406622206570223, 0.9091831232260033, 0.4167850513629768, 0.19004260392793643, 0.08406829992766997, 0.03879675107194387, 0.01915035246146589, 0.011574418802774569]",9,1.712602122905989
2826,sawtooth,wqn,235,2,0.09795532912341601,"[0.5291795699020527, 0.36981073439755946, 0.7220672325548723, 0.0872387772390017, 0.12405147038997436, 0.07363208536854421, 0.023939246264081643, 0.008457667793819224, 0.0018340935808129366, 0.00042289455044003204]",9,0.5284720323958441
2827,sawtooth,wt_ihard,235,2,0.013772598512485214,"[0.7654764754780323, 0.8510454834423351, 2.1406622206570223, 0.9091831232260033, 0.41236756285539905, 0.16204744292776865, 0.05647272329704347, 0.019943629644732175, 0.007783294311469908, 0.0012708575543623419]",9,0.25241327815490466
2828,sawtooth,wt_isoft,235,2,0.01314490112053433,"[0.7654764754780323, 0.8510454834423351, 2.0378335295722954, 0.9091831232260033, 0.3051517000158702, 0.11207612737806082, 0.034823985254834794, 0.010769551439152853, 0.0031755560673220667, 0.001187708543977985]",9,0.3371336697235463
2829,sawtooth,wt_uni,235,2,0.9477781506203002,"[0.7654764754780323, 0.8510454834423351, 9.683509110317601, 4.434828982833572, 1.6254267030081742, 0.446947141040616, 0.12196668894856377, 0.03114416981057276, 0.00562284318573039, 0.002486121616806022]",9,0.7534421132564686
2830,sawtooth,wt_sure,235,2,0.015428387787289943,"[0.7654764754780323, 0.8510454834423351, 2.1406622206570223, 0.6914084229199615, 0.26694032190542866, 0.12152547261624036, 0.03501706484976793, 0.01000203137007129, 0.0032696473505578983, 0.001272298236678056]",9,0.4455019332814547
2831,sawtooth,wt_zero,235,2,0.02104835564452741,"[0.7654764754780323, 4.4204037017718205, 2.1406622206570223, 0.9091831232260033, 0.4167850513629768, 0.19004260392793643, 0.08406829992766997, 0.03879675107194387, 0.01915035246146589, 0.011574418802774569]",9,1.711558534304502
2832,square,wqn,236,2,0.20055048694098263,"[1.5659362966601509, 1.2910629683761052, 0.5759413309302589, 0.3083318690159603, 0.08446630391012214, 0.03433003759595331, 0.024240647818365494, 0.006146751173004909, 0.0020380444422636434, 0.0006326609846313284]",9,0.4197236651912156
2833,square,wt_ihard,236,2,0.17360369087043467,"[1.1370462471522567, 1.303868273507555, 3.600677990709405, 2.1156601954871475, 0.9274663047973133, 0.45941039175308773, 0.22644654109816975, 0.0785622754492393, 0.035500344996674246, 0.012443303245669468]",9,0.16773194356927323
2834,square,wt_isoft,236,2,0.14003224263992575,"[1.1370462471522567, 1.303868273507555, 2.4558100102667217, 1.2648536819295175, 0.9274663047973133, 0.28739652477544525, 0.11375913382393382, 0.036721995047979905, 0.013021320923228254, 0.00399189220129456]",9,0.26086163624529046
2835,square,wt_uni,236,2,1.5094422512411698,"[1.1370462471522567, 1.303868273507555, 9.967129383484085, 7.4903766248941, 2.1391458061968733, 0.732334846808268, 0.24986387310773878, 0.07091208689939088, 0.021196874243159643, 0.004728392315378634]",9,0.5315987923061063
2836,square,wt_sure,236,2,0.17403445191510714,"[1.1370462471522567, 1.303868273507555, 3.600677990709405, 2.1156601954871475, 0.5743450532329955, 0.270578741272769, 0.11709425211156435, 0.03555466777711096, 0.013902986254276838, 0.0036041273900460184]",9,0.2584564320433227
2837,square,wt_zero,236,2,0.3462300270910029,"[1.1370462471522567, 8.418488746833612, 3.600677990709405, 2.1156601954871475, 0.9274663047973133, 0.47633737012234667, 0.2773575694087946, 0.1221772188866885, 0.06674495987166787, 0.040152914245883534]",9,1.6930332113575677
2838,sawtooth,wqn,236,2,0.35372222112257196,"[0.37570539342231013, 0.04346383912653634, 1.983763334794156, 0.7720349867942929, 0.19215668937231822, 0.05417366489589871, 0.011557214979616547, 0.007340082468370305, 0.002752816484276407, 0.0009139471849768551]",9,0.46569832653276766
2839,sawtooth,wt_ihard,236,2,0.235932424896458,"[0.5508132688479691, 3.8299588185933855, 3.600677990709405, 2.1156601954871475, 0.9138515256702954, 0.4140263327260007, 0.1819868209016216, 0.06991125110311129, 0.02332902415199295, 0.008964650344370767]",9,0.12359814039676131
2840,sawtooth,wt_isoft,236,2,0.16993610575595924,"[0.5508132688479691, 0.41464183462395754, 3.3539178152728937, 2.1156601954871475, 0.6793008872465314, 0.22176312219842337, 0.07932856104183564, 0.028395950960579557, 0.008302053731200711, 0.0024810534215679615]",9,0.2713105806947441
2841,sawtooth,wt_uni,236,2,1.7313271588210295,"[0.5508132688479691, 0.4422066933936928, 10.431516625087111, 4.418558357380292, 1.6975188070472265, 0.5264672311320502, 0.14925826478218598, 0.04199546228960969, 0.011939319886762962, 0.0024941110194353156]",9,0.620026957792843
2842,sawtooth,wt_sure,236,2,0.1636939838849562,"[0.5508132688479691, 0.4422066933936928, 3.600677990709405, 2.1156601954871475, 0.6512806437565748, 0.2374893750205704, 0.10288947598732462, 0.030707423796747797, 0.010073746194101786, 0.002693933802328154]",9,0.2708832120776542
2843,sawtooth,wt_zero,236,2,0.34999508246277267,"[0.5508132688479691, 8.418488746833612, 3.600677990709405, 2.1156601954871475, 0.9274663047973133, 0.47633737012234667, 0.2773575694087946, 0.1221772188866885, 0.06674495987166787, 0.040152914245883534]",9,1.6933169951051643
2844,square,wqn,237,2,0.1448395110228411,"[0.5365330400363697, 1.0633395548205884, 1.2921534477381407, 0.233060222912017, 0.11890704363289062, 0.028972279452065076, 0.017147538511610133, 0.0028667964195979684, 0.0006723724262840145, 0.0004082869994705043]",9,0.3849310703634605
2845,square,wt_ihard,237,2,0.09364653238734241,"[0.6481800237650368, 1.6601953288728741, 2.672697929002135, 1.4766243926249656, 0.7696859021854141, 0.3966864412693506, 0.14543248287332247, 0.06497114175634897, 0.02218306816490808, 0.007406414875601166]",9,0.15267086043850697
2846,square,wt_isoft,237,2,0.06273931899177584,"[0.6481800237650368, 1.1035265373542344, 2.323630717702512, 1.4766243926249656, 0.7696859021854141, 0.23260549004717226, 0.0792834332837227, 0.030923831363909082, 0.008534011396550455, 0.00270025278410409]",9,0.20367194101617625
2847,square,wt_uni,237,2,1.2744890679544736,"[0.6481800237650368, 1.104877428342454, 9.016768789484122, 5.730635735866012, 2.0592145028611806, 0.8624926283177416, 0.23414279705482002, 0.06771123156122577, 0.015189066357554258, 0.004556176997269335]",9,0.559914893783219
2848,square,wt_sure,237,2,0.06161096615419348,"[0.6481800237650368, 1.104877428342454, 2.672697929002135, 1.4766243926249656, 0.7696859021854141, 0.2153595305104797, 0.07025702323700794, 0.02609904575732769, 0.010784635507998425, 0.002498637787722083]",9,0.20609046350102556
2849,square,wt_zero,237,2,0.10182430308988377,"[0.6481800237650368, 3.0434013948585497, 2.672697929002135, 1.4766243926249656, 0.7696859021854141, 0.4276733479800033, 0.1808895569138864, 0.09282404345165121, 0.04446427259232287, 0.026734503575672086]",9,1.6972365366229898
2850,sawtooth,wqn,237,2,0.13078835006477812,"[0.23264029936487374, 0.5164782626191272, 0.6241463018358657, 0.29526718103844557, 0.09866745637004515, 0.07601238556447389, 0.02967986024611675, 0.011221765585912879, 0.002994736104235173, 0.0005241762406268516]",9,0.4294995254865609
2851,sawtooth,wt_ihard,237,2,0.09269486919361701,"[0.36321169504062156, 1.3502252781421187, 2.672697929002135, 1.4766243926249656, 0.7540608393068076, 0.32842238070519386, 0.13544926502158566, 0.04901656326738124, 0.016671019179073036, 0.004650861609418695]",9,0.19234958794927837
2852,sawtooth,wt_isoft,237,2,0.06324795064537966,"[0.36321169504062156, 0.5164782746140046, 2.204506086956217, 1.4766243926249656, 0.5096709440795464, 0.1824294057737137, 0.06809433930988551, 0.02137532750603935, 0.0067264737471748074, 0.0019041751781869196]",9,0.31507660206029275
2853,sawtooth,wt_uni,237,2,1.0737333141984737,"[0.36321169504062156, 0.5253643887348209, 9.362495463961945, 4.051013159966756, 1.6649327163368866, 0.5499650885645204, 0.14636529446190608, 0.04301165825199421, 0.009452402771162584, 0.0028048333455010454]",9,0.6736812964456895
2854,sawtooth,wt_sure,237,2,0.06053558166201518,"[0.36321169504062156, 0.5253643887348209, 2.672697929002135, 1.4766243926249656, 0.6414188113641828, 0.1808761429690866, 0.05722509582020231, 0.017229727993164124, 0.007124131831778737, 0.0017346909167791098]",9,0.23302454764193425
2855,sawtooth,wt_zero,237,2,0.1013388128155214,"[0.36321169504062156, 3.0434013948585497, 2.672697929002135, 1.4766243926249656, 0.7696859021854141, 0.4276733479800033, 0.1808895569138864, 0.09282404345165121, 0.04446427259232287, 0.026734503575672086]",9,1.6976856136787162
2856,square,wqn,238,2,0.16301773488959975,"[0.2650040525295094, 0.09067728432931182, 0.9253737653064097, 0.19867803788726401, 0.1370318784931186, 0.040586982582403286, 0.011427727845295037, 0.005253261599145676, 0.0011037876428063949, 0.000588927055679104]",9,0.37738993583744485
2857,square,wt_ihard,238,2,0.06699519704948222,"[0.4205132378720593, 1.6144004678507247, 2.955264662966199, 1.4176221205768897, 0.8598624075188245, 0.3983460786526125, 0.19287280455928196, 0.07220314673778216, 0.02810724173291567, 0.009997919681887488]",9,0.18428149759930312
2858,square,wt_isoft,238,2,0.06512398818390604,"[0.4205132378720593, 0.1382349450465278, 2.7509971123715085, 1.4176221205768897, 0.7565203674207636, 0.27454209066501195, 0.10931476149664426, 0.03250755889142404, 0.010192548115858888, 0.0034169873946080934]",9,0.15404528756723257
2859,square,wt_uni,238,2,1.6621375198648265,"[0.4205132378720593, 0.15150042895217922, 11.90544672882171, 4.80872618110741, 2.2833785203842245, 0.738529894594742, 0.21381412251135834, 0.06413086107885863, 0.016936536158002672, 0.004205856611645339]",9,0.5645496455322652
2860,square,wt_sure,238,2,0.06472948407706834,"[0.4205132378720593, 0.15150042895217922, 2.955264662966199, 1.4176221205768897, 0.6851043433832055, 0.2705048665350446, 0.11637578753018672, 0.03035903270431198, 0.010124824524225001, 0.0033369335052454577]",9,0.15960695782116896
2861,square,wt_zero,238,2,0.17576811946055623,"[0.4205132378720593, 7.496980566203239, 2.955264662966199, 1.4176221205768897, 0.861601896970518, 0.41533090484748647, 0.20847695816235004, 0.09959696160428494, 0.05189885704278111, 0.030716547576972952]",9,1.7121810433407942
2862,sawtooth,wqn,238,2,0.10543685257009276,"[0.17614328881221297, 0.14975500932299995, 0.5169921152810478, 0.30607962526889854, 0.2631442688982557, 0.06450782980660774, 0.018474382632884652, 0.008004956824800392, 0.002479687360164326, 0.0007454914288881056]",9,0.48872275361528084
2863,sawtooth,wt_ihard,238,2,0.06529983846247683,"[0.46978362122099515, 1.6456939752497972, 2.955264662966199, 1.4046953992422082, 0.8499446348155374, 0.35081776173744916, 0.15326402160475813, 0.06053406922312054, 0.020620914115144627, 0.008020321808270026]",9,0.18833546826668035
2864,sawtooth,wt_isoft,238,2,0.054562849006211195,"[0.46978362122099515, 0.1492288652932497, 2.955264662966199, 1.038230360110691, 0.6207833988864858, 0.18808958910373835, 0.06158738441009842, 0.023343608530583967, 0.007201507348811585, 0.002340639730117617]",9,0.33055076906218295
2865,sawtooth,wt_uni,238,2,1.13370514749083,"[0.46978362122099515, 0.26553767464820704, 9.984375811248547, 3.856576218022506, 1.6017145854999457, 0.5116315972166613, 0.14145654081882003, 0.038672335300548866, 0.010626509818277095, 0.0024289305486476405]",9,0.6743326728096366
2866,sawtooth,wt_sure,238,2,0.058516139920483407,"[0.46978362122099515, 0.26553767464820704, 2.955264662966199, 1.4176221205768897, 0.7418233319361142, 0.1822326746181631, 0.08025158333124705, 0.022459934487694552, 0.00674450926054094, 0.0028010712970483057]",9,0.25246045334167144
2867,sawtooth,wt_zero,238,2,0.1725974571016827,"[0.46978362122099515, 7.496980566203239, 2.955264662966199, 1.4176221205768897, 0.861601896970518, 0.41533090484748647, 0.20847695816235004, 0.09959696160428494, 0.05189885704278111, 0.030716547576972952]",9,1.7153878723282743
2868,square,wqn,239,2,0.15174728468953852,"[0.07455772330922306, 0.8337130331760424, 0.9126518278319191, 0.2356478484394556, 0.07007625953537548, 0.044680722550180456, 0.00982691915113169, 0.003447697356344627, 0.0010183799753260285, 0.00029936035312609107]",9,0.4203339754609794
2869,square,wt_ihard,239,2,0.09429079599933567,"[1.0982387577517674, 0.9856680486408004, 2.97939487668889, 1.4903569238336636, 0.6449536709855492, 0.32245765472664456, 0.14922636448723436, 0.06034948575312627, 0.022778326310590586, 0.007889162584650153]",9,0.21049427927079456
2870,square,wt_isoft,239,2,0.0899132270665613,"[1.0982387577517674, 0.9856680486408004, 2.503562143378774, 1.4903569238336636, 0.49168069217629257, 0.20744719101367967, 0.0860015899015038, 0.02704304261761754, 0.00888494769468123, 0.0025722430128143716]",9,0.25558712978523734
2871,square,wt_uni,239,2,1.234156252224206,"[1.0982387577517674, 0.9856680486408004, 9.832850924907735, 4.846148169033317, 2.03438397310705, 0.6519687458984778, 0.1952334228786254, 0.053069189635689504, 0.014711244707017079, 0.003573291217202211]",9,0.5886814915017078
2872,square,wt_sure,239,2,0.09236241578766348,"[1.0982387577517674, 0.9856680486408004, 2.97939487668889, 1.4903569238336636, 0.6482606048860458, 0.23289467663074453, 0.07812243865499599, 0.022401416357560947, 0.009046327736773531, 0.002172332830603063]",9,0.1573362705752932
2873,square,wt_zero,239,2,0.23153688633786312,"[1.0982387577517674, 5.245436202682536, 2.97939487668889, 1.4903569238336636, 0.6482606048860458, 0.32831676202133064, 0.16179000809791422, 0.08017523621553267, 0.042710857706869665, 0.025619537552091513]",9,1.703774829890976
